model,hier,variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail,2.5%,97.5%,term,lvl,variable_orig,lvl_c,term_c,trials
eth,cond,sd,0.0505861183718,0.04722115,0.03100874135521328,0.030620730840000002,0.0074312725,0.1078126,1.000841729266852,1168.2136197462437,2036.5480664339248,0.004442772499999999,0.12202757500000004,2,1,sd_1[2],cond,asian,45
eth,cond,sd,0.025930550869325,0.02089125,0.021451697665698717,0.018497725617,0.001845287,0.06753873999999999,1.0023389170720358,1752.1778118505108,2419.274482205842,9.583301750000001e-4,0.079887765,3,1,sd_1[3],cond,black,45
eth,cond,sd,0.04529354647275,0.03501075,0.04070730912900533,0.032863015079999995,0.0028375600000000003,0.12491499999999993,1.0007721867460913,2139.0720342649097,2050.693202316158,0.0013380090000000002,0.1507754750000002,4,1,sd_1[4],cond,nativ,45
eth,cond,sd,0.0639303956804,0.055410100000000004,0.04811504707084084,0.04398370115999999,0.004954083000000001,0.15318644999999997,1.0011635373969971,1439.1368884946698,1684.8685045721977,0.0025078505,0.18013357500000005,5,1,sd_1[5],cond,other,45
eth,cond,sd,0.164840631,0.1625505,0.019992809385004282,0.018622197299999983,0.1358604,0.20170795,1.0011633015340722,1222.9947911068218,1691.6582451858471,0.13197107500000002,0.21131275,1,2,sd_2[1],nct_id,Intercept,45
eth,cond,sd,0.11139173895,0.1088985,0.019029466820270447,0.017863402620000003,0.08465971,0.14684114999999998,1.0004392993110678,1660.0629582005952,2421.7024324681215,0.08146359,0.1568327,2,2,sd_2[2],nct_id,asian,45
eth,cond,sd,0.09964216875,0.0982422,0.015812456049250884,0.01530673305,0.07630115,0.1280017,1.00092877161931,2388.8411145087484,3018.3436429465523,0.0729308675,0.134496475,3,2,sd_2[3],nct_id,black,45
eth,cond,sd,0.128663739075,0.12507000000000001,0.025471646188097333,0.023294611200000023,0.09394778499999999,0.17449889999999996,1.0002970987216009,2834.9459964214234,2875.0098219964834,0.08916232,0.1883164,4,2,sd_2[4],nct_id,nativ,45
eth,cond,sd,0.148577275775,0.14666200000000001,0.029283628742378668,0.028592682300000016,0.10369319999999999,0.19989529999999994,0.999715160178648,2827.5726826071295,2967.5180198560424,0.0976420775,0.2139731,5,2,sd_2[5],nct_id,other,45
eth,cmpr_cond,b,0.27616490998,0.276036,0.06900508261463907,0.06503424900000002,0.16412275,0.38834504999999986,1.0035059946229454,1683.7889983108355,2179.7391208201448,0.140388125,0.41562492500000003,1,0,b[1],pop,Intercept,45
eth,cmpr_cond,b,-0.018621617212925,-0.0193275,0.03470058171911509,0.031755342381,-0.07393285000000001,0.03992480499999998,1.0019559392957391,2018.99161271322,2600.691854443317,-0.0863562125,0.05216172750000001,2,0,b[2],pop,asian,45
eth,cmpr_cond,b,0.0414997201371,0.0413528,0.024710964505624853,0.023836649760000005,4.580842000000014e-4,0.08116472499999998,1.0005973518336901,2383.8653815324383,2701.249972632874,-0.007506740999999997,0.08919734,3,0,b[3],pop,black,45
eth,cmpr_cond,b,-0.05089352633703,-0.052075250000000003,0.04887814312908325,0.04505361945,-0.12903155,0.03003588499999996,1.0002794007345763,2590.4947354793835,2730.711078712147,-0.14448912500000002,0.04874801500000007,4,0,b[4],pop,nativ,45
eth,cmpr_cond,b,0.0225088258376075,0.02159005,0.04371304698774489,0.040782893780999994,-0.048360694999999995,0.09461496,1.0011067535902562,2719.29053179474,2807.5936547372885,-0.060990897499999995,0.11154102500000007,5,0,b[5],pop,other,45
eth,cmpr_cond,sd,0.1128392610345,0.114077,0.04394286987602301,0.041603979900000004,0.03635486,0.1842198,1.0093040421669794,511.8129227439035,728.1502086330073,0.022661715000000002,0.20086395,1,1,sd_1[1],cmpr,Intercept,45
eth,cmpr_cond,sd,0.065207809817025,0.06414195,0.031849180539634335,0.030187144470000003,0.013186885,0.11949979999999996,1.001238977069913,963.2758809977636,1259.22451706137,0.006711215750000001,0.13521597500000002,2,1,sd_1[2],cmpr,asian,45
eth,cmpr_cond,sd,0.04321497802285,0.041296650000000004,0.026926074684121445,0.02925740601,0.005201682000000001,0.09194952999999999,1.004790416381777,768.6794431016305,1190.3246096708704,0.0027007285,0.10228427500000001,3,1,sd_1[3],cmpr,black,45
eth,cmpr_cond,sd,0.08970546953405,0.08713109999999999,0.05535621722950804,0.05959177265999998,0.009945981000000001,0.18556354999999997,1.002651904087734,645.2508661203163,1426.462793001467,0.00468834,0.20997405,4,1,sd_1[4],cmpr,nativ,45
eth,cmpr_cond,sd,0.082986327072575,0.07932175,0.05006429321542486,0.05354187509999998,0.007906428,0.1693652,1.0043758002023633,774.5873133345725,1301.0556547914057,0.003826288000000001,0.18876092500000005,5,1,sd_1[5],cmpr,other,45
eth,cmpr_cond,sd,0.18384734015,0.1749815,0.06571472128043798,0.058353653400000004,0.09214573000000001,0.30345944999999996,1.0026615270767651,1389.4979626248685,1650.0104800215097,0.08028393250000002,0.334475725,1,2,sd_2[1],cond,Intercept,45
eth,cmpr_cond,sd,0.0417559919638,0.036521849999999995,0.0312534472617441,0.028415140949999997,0.0038283625,0.09941575499999998,1.001735083475545,1737.540177045016,1622.5263824739448,0.0019303957500000004,0.11583555,2,2,sd_2[2],cond,asian,45
eth,cmpr_cond,sd,0.0266732588975175,0.02146,0.022202220582884114,0.019442371619999996,0.0019422715,0.06816509999999999,1.0007644620225082,2030.9291151663372,2164.481957562845,8.222261000000002e-4,0.08284876750000002,3,2,sd_2[3],cond,black,45
eth,cmpr_cond,sd,0.05248468798859,0.0408434,0.04729984365598632,0.037752259229999995,0.0035471905000000015,0.13969079999999987,1.0024509640288446,2525.1105634137916,2246.0020746509313,0.0017001767500000001,0.1715953,4,2,sd_2[4],cond,nativ,45
eth,cmpr_cond,sd,0.05532647895545,0.045413300000000004,0.04541737220635024,0.039125962259999994,0.003644526500000001,0.14352825,1.0000847067629641,2033.0038181769403,2201.0249648516933,0.001844386,0.17149967500000002,5,2,sd_2[5],cond,other,45
eth,cmpr_cond,sd,0.1264364294,0.12429,0.025075734733947128,0.02564897999999999,0.08950026,0.17133055,1.003840176416369,679.0244043636793,1203.459607918746,0.08559670500000001,0.18078447500000003,1,3,sd_3[1],nct_id,Intercept,45
eth,cmpr_cond,sd,0.096123861225,0.0935636,0.02494216831684157,0.0243791331,0.060355985,0.14150315,1.0018693773698888,1451.905268371992,2204.190536183667,0.05511723,0.151254025,2,3,sd_3[2],nct_id,asian,45
eth,cmpr_cond,sd,0.09115390667500001,0.09058150000000001,0.01865352861269441,0.018062738190000014,0.06124171,0.12348559999999997,1.0014678553604286,1657.5226483316142,2128.132074394975,0.057067360000000004,0.130002575,3,3,sd_3[3],nct_id,black,45
eth,cmpr_cond,sd,0.09848925124725,0.1013615,0.045262402868002774,0.044618476350000005,0.018252870000000004,0.16868859999999994,1.005274875424822,791.3897765248227,1227.349657291837,0.010212175,0.1864761,4,3,sd_3[4],nct_id,nativ,45
eth,cmpr_cond,sd,0.122205648825,0.12270149999999999,0.03770373182847909,0.03652377686999998,0.058927715,0.1827602499999999,1.005165964840757,1120.1744779101425,1275.9410414392041,0.0467977425,0.19502962500000004,5,3,sd_3[5],nct_id,other,45
asc,cond,b,0.19520057102775001,0.196684,0.07684136184739358,0.0714368571,0.06383877500000001,0.31795224999999994,1.0010960399468265,1828.7007244337135,1709.8388712909386,0.036702912500000004,0.3440917500000001,1,0,b[1],pop,Intercept,31
asc,cond,b,0.0228705079645,0.0226755,0.008912036798992133,0.00849789255,0.008980047500000001,0.03741629,1.001088774552305,1726.1736593985408,2171.7040829652883,0.006236143750000001,0.041510870000000005,2,0,b[2],pop,age10,31
asc,cond,b,-0.031785003548025,-0.0319883,0.013975486253615084,0.013393437749999997,-0.054196615,-0.008788803500000001,1.0008086536029954,2028.4866495908996,2774.8530670954997,-0.0586860175,-0.002797503749999986,3,0,b[3],pop,como_ct,31
asc,cond,b,-0.04997693684218,-0.0513433,0.022882847674499066,0.019551194460000004,-0.08464723,-0.011970230000000033,1.0022086286131013,2783.0608501251218,2389.8674823492515,-0.0921514025,-4.2413962499998755e-4,4,0,b[4],pop,male,31
asc,cond,sd,0.13754683509955,0.126317,0.0899875240903524,0.08887519829999997,0.01599126,0.30392614999999973,1.006427985892193,647.8121163721099,1310.330309107723,0.00894944625,0.34634227500000003,1,1,sd_1[1],cond,Intercept,31
asc,cond,sd,0.01480642224845,0.0136379,0.009648633211319452,0.009379668899999999,0.001599717,0.03178140499999999,1.0050257090497048,797.092383845819,1363.9272585348413,8.058063500000001e-4,0.03715494750000001,2,1,sd_1[2],cond,age10,31
asc,cond,sd,0.018687318284025,0.01551335,0.01495595309540069,0.013389160448999998,0.0014103085000000003,0.046882105,1.0020507422130993,1013.028920973385,1648.0889981737657,6.65126525e-4,0.0564180875,3,1,sd_1[3],cond,como_ct,31
asc,cond,sd,0.04133107452695,0.0366577,0.02663735584613941,0.02211468398999999,0.0079935205,0.09132479499999999,1.0029187099742987,1262.8096831976454,1537.7246166167506,0.004073947,0.10489247500000001,4,1,sd_1[4],cond,male,31
asc,cond,sd,0.2547282645,0.251258,0.0436145278686224,0.04323335729999998,0.1905315,0.33068654999999997,1.0053108970763693,1027.699974324188,1909.0295404516335,0.180826925,0.34833252500000006,1,2,sd_2[1],nct_id,Intercept,31
asc,cond,sd,0.031174070325,0.0308212,0.005058308529215184,0.004978126019999999,0.023597665,0.0401227,1.0038457916179424,1596.0353392073248,3000.9339811413492,0.022489317499999998,0.0419130475,2,2,sd_2[2],nct_id,age10,31
asc,cond,sd,0.061893360975,0.06095035,0.008852567592363183,0.008541851640000004,0.049096270000000004,0.07779391,1.000667982336558,1784.5171471375304,2898.9241688681136,0.047428835,0.08177537000000003,3,2,sd_2[3],nct_id,como_ct,31
asc,cond,sd,0.05801792865,0.056793449999999995,0.01156037891302843,0.010940994960000004,0.04145843,0.078785625,1.0031387119238173,1981.7992480193464,2548.0396415383325,0.038943735,0.08371226250000002,4,2,sd_2[4],nct_id,male,31
asc,cmpr_cond,b,0.20069009597955,0.202822,0.07768127863117416,0.0722685957,0.07428223500000002,0.32509009999999994,1.0005643357179088,2937.736763761873,2678.6685641381314,0.04277026,0.349554425,1,0,b[1],pop,Intercept,31
asc,cmpr_cond,b,0.019244539192955,0.019184100000000003,0.009855694844000456,0.0094619532,0.003276181000000001,0.03554994499999999,0.9996683051872147,2893.2229100137256,2715.463829541546,-2.592300499999994e-4,0.03936361,2,0,b[2],pop,age10,31
asc,cmpr_cond,b,-0.02358553621909325,-0.02473745,0.021502959838625463,0.01990264479,-0.05755455,0.013234734999999973,0.9997387392339276,3023.535165327432,2772.3220104203556,-0.06418082500000001,0.021205120000000015,3,0,b[3],pop,como_ct,31
asc,cmpr_cond,b,-0.049753885160525,-0.0503745,0.023917359820977462,0.020358618420000002,-0.08580731999999999,-0.009579442000000002,1.0004854307551347,3696.314165756421,2698.954744649897,-0.09556481999999998,1.8056192500001943e-4,4,0,b[4],pop,male,31
asc,cmpr_cond,sd,0.123015863782825,0.11761,0.07656111164399268,0.07965216609,0.012377520000000001,0.25972154999999997,1.0029282547562723,828.2393402428136,1580.526159560159,0.006837290750000001,0.29136120000000004,1,1,sd_1[1],cmpr,Intercept,31
asc,cmpr_cond,sd,0.022203190591225,0.02244385,0.009345198853877234,0.008885221799999999,0.0054070665,0.037249945,1.001065196967778,651.4238732914037,707.298480879851,0.0031406200000000002,0.0402503625,2,1,sd_1[2],cmpr,age10,31
asc,cmpr_cond,sd,0.05784862619125,0.05856555,0.02032968612464733,0.017818553969999998,0.0212853,0.09021242499999996,1.0004966610886654,604.7695154090246,628.2039661934834,0.012543982500000002,0.0986660275,3,1,sd_1[3],cmpr,como_ct,31
asc,cmpr_cond,sd,0.0237439083002,0.0217159,0.015889717873644533,0.01614803442,0.0024783185000000004,0.05349822499999999,1.0026015679815778,1797.1641583206283,1647.5416288805584,0.0011526000000000002,0.06049415250000001,4,1,sd_1[4],cmpr,male,31
asc,cmpr_cond,sd,0.1310055612990375,0.119343,0.08651111692281713,0.08440723493999999,0.01563329,0.28943304999999997,1.002001035636044,1317.3724819065565,1929.9000081199042,0.007158814500000001,0.330568225,1,2,sd_2[1],cond,Intercept,31
asc,cmpr_cond,sd,0.012071445397735,0.010238299999999999,0.009344748429465437,0.008751039087,9.839455000000001e-4,0.02942792999999999,1.004594319712439,1533.8523498990621,2478.7139408320822,4.976506750000001e-4,0.034722095,2,2,sd_2[2],cond,age10,31
asc,cmpr_cond,sd,0.03151177563006,0.02948605,0.018067931591452112,0.0161321706,0.005376875000000001,0.06341685499999998,1.001080159559863,1048.8737093576876,1266.9542158568318,0.0032445435000000005,0.07196988500000003,3,2,sd_2[3],cond,como_ct,31
asc,cmpr_cond,sd,0.03784395492765,0.03379635,0.025555261804099748,0.021988218210000004,0.005780139,0.083613685,1.0005858789593338,1735.1076532024006,1430.9028022116368,0.003202263750000001,0.10272097500000002,4,2,sd_2[4],cond,male,31
asc,cmpr_cond,sd,0.228881557,0.2248285,0.04704023267108368,0.044568438600000024,0.15689084999999997,0.3114393,1.0015402338890353,1342.2985921402849,2125.9760797949875,0.1449202,0.3307165500000001,1,3,sd_3[1],nct_id,Intercept,31
asc,cmpr_cond,sd,0.024128631135,0.02358795,0.006129404080420342,0.005982068609999999,0.014954974999999999,0.034929285,1.0041376829768662,961.807271078159,1964.7587826361976,0.013763065,0.038204022500000004,2,3,sd_3[2],nct_id,age10,31
asc,cmpr_cond,sd,0.034641717165,0.0321719,0.012655351734491766,0.011492373899999997,0.01843222,0.05944738499999999,1.0016840890688383,555.581933376778,771.4524086249627,0.016699715,0.06456475750000001,3,3,sd_3[3],nct_id,como_ct,31
asc,cmpr_cond,sd,0.055221753675,0.054090200000000005,0.01157605873905856,0.01116316257,0.03847583,0.07607910999999998,1.0018626721182138,2587.8206142617955,3104.277784057928,0.0361329,0.08090925500000001,4,3,sd_3[4],nct_id,male,31
as_int,cond,b,0.245728121063975,0.2458055,0.08709106686640201,0.08057337960000001,0.10514605,0.38783385,1.0003113158313262,1273.9579266315527,2123.8068337040786,0.07001996499999999,0.418748675,1,0,b[1],pop,Intercept,52
as_int,cond,b,0.0044913350245325,0.004768615,0.01351911512891957,0.012398635389,-0.018069699999999998,0.025951229999999985,1.0008164120237102,1630.76613399273,2114.874079262819,-0.023789232499999997,0.031950755000000004,2,0,b[2],pop,age10,52
as_int,cond,b,-0.00132808261557025,-0.0013822449999999998,0.00818601435949517,0.007460376482999999,-0.014468914999999999,0.011409299999999985,1.0012054895812148,2120.8196855541187,2307.9084738759857,-0.0175985375,0.014401722500000002,3,0,b[3],pop,age10:male,52
as_int,cond,b,-0.016751937968025,-0.016156999999999998,0.04486510089806629,0.03918608169,-0.08835648499999998,0.053727644999999984,1.000809496867336,2600.2639033866785,2063.9076420086867,-0.1054784,0.0727655925,4,0,b[4],pop,male,52
as_int,cond,sd,0.259347305175,0.246838,0.08223957449575046,0.0712656168,0.1476259,0.40907384999999985,1.002080635366674,1132.1399892858788,1731.8643036825636,0.12825607500000002,0.44725210000000004,1,1,sd_1[1],cond,Intercept,52
as_int,cond,sd,0.039915840575,0.0390038,0.013190728988220126,0.01183685601,0.02021516,0.06290115499999999,1.0042784526191681,990.2490368059458,727.6265127511502,0.0162019975,0.06883194,2,1,sd_1[2],cond,age10,52
as_int,cond,sd,0.0133059963955825,0.011944300000000001,0.009393870959402105,0.008973784910999998,0.0012616860000000004,0.03018952999999999,1.0080399363574297,728.3309788029017,1948.778572070265,5.8874505e-4,0.03598487250000001,3,1,sd_1[3],cond,age10:male,52
as_int,cond,sd,0.07767727892005,0.0669047,0.05824130199373442,0.05524367750999999,0.0071703535000000014,0.1854493499999997,1.0058048608378403,789.5243378424993,1754.0233855105535,0.00330465975,0.21838490000000002,4,1,sd_1[4],cond,male,52
as_int,cond,sd,0.190444666,0.18778050000000002,0.028456490819985008,0.027293924700000034,0.14847390000000002,0.2393157,1.0019225791100692,1406.1437278168955,2262.799003798902,0.1418309,0.25224167500000005,1,2,sd_2[1],nct_id,Intercept,52
as_int,cond,sd,0.026274729625,0.0257947,0.004959251006222163,0.004725120330000001,0.018846665,0.035130404999999996,1.0032591183687012,1188.1429246990049,1617.6147419102936,0.017756585000000002,0.037528255,2,2,sd_2[2],nct_id,age10,52
as_int,cond,sd,0.0278881537,0.02760955,0.00567647044489701,0.0056171266199999985,0.019111165,0.03770858,1.0015381830059127,1610.709061687025,2643.8707211053434,0.017508755,0.03957026,3,2,sd_2[3],nct_id,age10:male,52
as_int,cond,sd,0.1402067819,0.139312,0.03217946675081719,0.032041209900000006,0.09069986499999999,0.19430244999999993,1.0026056968839736,1541.3614307978823,1938.8787173598887,0.0812932875,0.20635665000000003,4,2,sd_2[4],nct_id,male,52
as_int,cmpr_cond,b,0.2427400269825,0.2424075,0.08221786957428726,0.07501881869999999,0.10615615,0.37685555,1.0007576468211186,1731.6159158211312,1944.2090768973553,0.08030511,0.403605325,1,0,b[1],pop,Intercept,52
as_int,cmpr_cond,b,0.0045258509838475,0.00454458,0.01301303541230389,0.012374802594,-0.016462124999999998,0.025054434999999993,1.0027135012525792,1969.442823711055,2516.251476409674,-0.0222063975,0.029874545000000006,2,0,b[2],pop,age10,52
as_int,cmpr_cond,b,-0.001338961019755,-0.00137064,0.008105700058709647,0.007535092109999999,-0.014164355,0.011738274999999998,1.0011175270898678,2307.8178451011463,2060.04492358174,-0.0169222325,0.014292772500000016,3,0,b[3],pop,age10:male,52
as_int,cmpr_cond,b,-0.01850784946021,-0.0197187,0.04568827891235267,0.040044195744,-0.08971967999999998,0.05640504999999996,1.0008114209776124,2290.939389713248,2061.4296704167914,-0.10844954999999999,0.07536645500000001,4,0,b[4],pop,male,52
as_int,cmpr_cond,sd,0.108470162661325,0.1095685,0.053482261466840646,0.05319346410000001,0.0161268,0.1970182,1.0045020167504806,568.87795637951,763.7646314676938,0.00763180375,0.2132105750000001,1,1,sd_1[1],cmpr,Intercept,52
as_int,cmpr_cond,sd,0.007746688581225,0.00670659,0.005671713381249185,0.005756053652999999,6.589158999999999e-4,0.018585784999999994,1.0033039304306843,1115.7031740162106,2053.5898140090426,3.4532325e-4,0.020926137500000004,2,1,sd_1[2],cmpr,age10,52
as_int,cmpr_cond,sd,0.0066133040114085,0.005404285,0.005210004213006844,0.004809999179999999,4.6704675e-4,0.016663579999999997,1.007626641991372,1681.2209096975241,1830.3702069740991,2.5372552499999996e-4,0.019107045000000007,3,1,sd_1[3],cmpr,age10:male,52
as_int,cmpr_cond,sd,0.0392745270971175,0.03248875,0.030719348176280272,0.029594326860000002,0.002615903000000001,0.09894930499999996,1.0033686574531913,1438.1974358792636,2194.253158968545,0.0013442755,0.11281179999999999,4,1,sd_1[4],cmpr,male,52
as_int,cmpr_cond,sd,0.222398706611275,0.21588249999999998,0.08710725989475716,0.07692470099999997,0.091814825,0.37701869999999993,1.0111201049910918,767.9842231319818,719.9914580430751,0.05851474500000001,0.41508525000000007,1,2,sd_2[1],cond,Intercept,52
as_int,cmpr_cond,sd,0.038672279027,0.0379653,0.014156141072789454,0.012081855659999998,0.016559970000000004,0.06279676499999999,1.0095392562711116,405.2711423936069,224.26904427835686,0.010581965,0.069685755,2,2,sd_2[2],cond,age10,52
as_int,cmpr_cond,sd,0.0125170768833675,0.011065950000000001,0.009109552870730942,0.008982910314000002,0.001014051,0.02901043499999998,1.0030922949696743,1088.4101048574826,1825.4319573792702,4.813950000000001e-4,0.03413547750000001,3,2,sd_2[3],cond,age10:male,52
as_int,cmpr_cond,sd,0.0761127711013,0.06435479999999999,0.05801764019818155,0.05541261977999998,0.006231410000000001,0.18589764999999991,1.0009909099768965,1164.4203796384616,1957.780112343929,0.0030088982500000006,0.21523290000000003,4,2,sd_2[4],cond,male,52
as_int,cmpr_cond,sd,0.1751082583,0.17226750000000002,0.033178150623790426,0.03262906080000002,0.12637150000000003,0.23378649999999995,1.0026180026921725,919.2292084306451,1875.934122948769,0.118411525,0.24739287499999998,1,3,sd_3[1],nct_id,Intercept,52
as_int,cmpr_cond,sd,0.026439019775,0.0259694,0.005331815265698291,0.00500147697,0.018664995,0.03615009999999999,1.0050917044252416,706.1563932813106,677.6150859766831,0.01722247,0.03870269750000001,2,3,sd_3[2],nct_id,age10,52
as_int,cmpr_cond,sd,0.0271185659525,0.0269537,0.005704999982304979,0.00565011447,0.01808732,0.036871154999999996,1.0016224464978547,1546.7675960488095,2356.407528324708,0.0166891875,0.03888381750000001,3,3,sd_3[3],nct_id,age10:male,52
as_int,cmpr_cond,sd,0.135430347325,0.134316,0.03169835693736665,0.031720227,0.08627528,0.189467,1.0031761081518713,1607.5592991238364,1942.2461553053186,0.0777658725,0.20010637500000003,4,3,sd_3[4],nct_id,male,52
asc_int,cond,b,0.1966742280695,0.197124,0.08582759461411882,0.08328653759999997,0.05860176000000001,0.33524134999999994,1.0011673543664423,1506.8127397623196,1881.9682759714747,0.026874815,0.358275475,1,0,b[1],pop,Intercept,31
asc_int,cond,b,0.018701508800025,0.0184916,0.012580813280284913,0.012069698339999999,-0.0014721904999999995,0.039760509999999985,1.0016155294379672,1845.2540112696086,2724.2226450858357,-0.0055336,0.04437524749999999,2,0,b[2],pop,age10,31
asc_int,cond,b,-0.0015914718692765,-0.0015738599999999998,0.0052436267169286895,0.004901638686,-0.010252695,0.006830061499999999,1.0007666361837493,2524.8479502095024,2923.220533878528,-0.01232744,0.00869573725,3,0,b[3],pop,age10:como_ct,31
asc_int,cond,b,-0.00209987224401,-0.0031476150000000003,0.0164377882943208,0.014838854142,-0.02734714,0.025166419999999995,1.001052383518091,2583.818592175504,2567.243146301222,-0.0325463,0.03242257500000001,4,0,b[4],pop,age10:male,31
asc_int,cond,b,0.008097646694425,0.008240919999999999,0.009039721502786983,0.008023505028000002,-0.0065669349999999994,0.022336724999999984,1.0012929858280026,2816.238273320542,2384.760959869385,-0.0108608175,0.026203825000000007,5,0,b[5],pop,age10:male:como_ct,31
asc_int,cond,b,-0.0277552076387575,-0.0276859,0.03507812891188185,0.03348363144,-0.08602152,0.03018761999999999,0.9999709242541641,2535.916102618953,3168.6627412768144,-0.0979449975,0.0413144775,6,0,b[6],pop,como_ct,31
asc_int,cond,b,-0.031578067757825,-0.02752555,0.09085226549908476,0.07935534957,-0.1831744,0.10712889999999997,1.0026456130065136,2157.577432061152,2229.6920491041064,-0.225001125,0.13494267500000004,7,0,b[7],pop,male,31
asc_int,cond,b,-0.0444065666852125,-0.044664300000000004,0.05556920409313367,0.047579525069999996,-0.1294267,0.043902969999999944,1.000809629439309,2873.483521568216,2401.333124608426,-0.14726430000000001,0.0680661875,8,0,b[8],pop,male:como_ct,31
asc_int,cond,sd,0.115399718930125,0.09719939999999999,0.08989790801872913,0.08764805028,0.008749133499999999,0.28808625000000004,1.0037558032988834,826.5520012945993,1455.8837422711913,0.004094780750000001,0.34035352500000005,1,1,sd_1[1],cond,Intercept,31
asc_int,cond,sd,0.0161954328526175,0.013568400000000001,0.01256942733071771,0.011192940591,0.0014892395,0.03922689999999999,1.0005794868833615,1418.1181358632273,2318.4346619389135,7.722016e-4,0.046608295,2,1,sd_1[2],cond,age10,31
asc_int,cond,sd,0.005242001619845,0.00417516,0.00440916487068816,0.0037694511959999997,3.925186e-4,0.013923249999999996,1.0007276383227937,2193.549921462506,2490.5770271298256,2.3946305e-4,0.016056355000000005,3,1,sd_1[3],cond,age10:como_ct,31
asc_int,cond,sd,0.022542692782575,0.017501549999999998,0.020153660804603363,0.015714485115,0.0016014140000000002,0.05978960499999995,0.9999886713719149,1853.6494654293447,2279.241950645686,8.420031500000001e-4,0.07460544750000002,4,1,sd_1[4],cond,age10:male,31
asc_int,cond,sd,0.0106138504014525,0.00784536,0.009929397873983992,0.007489012901999999,6.587905500000001e-4,0.029488489999999992,1.0010948493707925,2340.5231947648313,2239.785084599642,2.9885525000000003e-4,0.03513918,5,1,sd_1[5],cond,age10:male:como_ct,31
asc_int,cond,sd,0.036728810750135,0.02941715,0.0303268503899149,0.0269210508,0.003104183,0.0957596599999999,0.9997033749118496,3002.6119291509153,2651.631370849828,0.0015427219999999998,0.11751719999999999,6,1,sd_1[6],cond,como_ct,31
asc_int,cond,sd,0.11847082131725,0.09177495,0.1033308847896275,0.08312552723999998,0.009326754,0.31806254999999994,1.0012013837799543,1926.9199920863641,2583.9737085306137,0.004503948000000001,0.38914617500000004,7,1,sd_1[7],cond,male,31
asc_int,cond,sd,0.0675026597495,0.05102345,0.06431742025997536,0.046099148969999997,0.004749271500000001,0.18315295,1.001364622234604,2264.772516394961,2346.0657673954456,0.0023266057500000003,0.22694530000000004,8,1,sd_1[8],cond,male:como_ct,31
asc_int,cond,sd,0.33964148975,0.33414900000000003,0.05199046681264022,0.05127794489999998,0.26313945,0.4307492999999999,1.0009346261178251,1738.0651323350694,2447.6600533493074,0.2519904,0.44962257500000014,1,2,sd_2[1],nct_id,Intercept,31
asc_int,cond,sd,0.048837807825,0.04827555,0.008169708223728462,0.008026870529999999,0.03669593000000001,0.06342518,1.0008742604957588,1952.9410491765107,2630.3774215793765,0.03522219,0.06661059500000001,2,2,sd_2[2],nct_id,age10,31
asc_int,cond,sd,0.01893108513,0.018657550000000002,0.00399250014437909,0.0038700307800000017,0.01290847,0.025954835000000002,1.0013461672908985,2728.943544559644,3267.9615548989896,0.012181272500000001,0.027559635000000002,3,2,sd_2[3],nct_id,age10:como_ct,31
asc_int,cond,sd,0.045847634875,0.04513685,0.010233422598952338,0.010006956959999997,0.03047637,0.06357377,1.0015523854861466,2877.453008933168,3113.2947978810416,0.0277924775,0.0675106025,4,2,sd_2[4],nct_id,age10:male,31
asc_int,cond,sd,0.0243805158825,0.023919549999999998,0.006248774908220368,0.0060286222500000024,0.014918725,0.03528760999999999,1.0005126296543114,3331.3443148762885,2811.4135164749023,0.0133616175,0.037854082500000004,5,2,sd_2[5],nct_id,age10:male:como_ct,31
asc_int,cond,sd,0.1318658606,0.130067,0.02463201596750261,0.023569633499999992,0.09504118499999999,0.17590094999999997,1.0007758142542804,3432.4045370451117,3000.971519631157,0.0885325025,0.185954175,6,2,sd_2[6],nct_id,como_ct,31
asc_int,cond,sd,0.227850388425,0.2260005,0.05898771337954126,0.056315819699999985,0.13486605000000002,0.32895455,1.0020275132567533,2864.915850077675,2630.8634664182273,0.117659375,0.35044247500000003,7,2,sd_2[7],nct_id,male,31
asc_int,cond,sd,0.14365210245,0.1416435,0.03819170948763378,0.036213987600000004,0.08529816999999999,0.20972719999999992,1.000724961819553,3022.5781845256083,2805.3294036086168,0.0741105675,0.22617085000000003,8,2,sd_2[8],nct_id,male:como_ct,31
asc_int,cmpr_cond,b,0.198623019652625,0.1979425,0.09595505916039947,0.09087670829999998,0.041669700000000004,0.3575911,1.0061659181429659,1196.9470897035537,2046.2784812140737,0.006133328499999999,0.38828905,1,0,b[1],pop,Intercept,31
asc_int,cmpr_cond,b,0.01789610769257,0.0180866,0.013222942731841228,0.012354935753999999,-0.0041285935,0.039542605,1.0030991019052726,1499.282004278923,2232.2335368761774,-0.00795446025,0.0440800075,2,0,b[2],pop,age10,31
asc_int,cmpr_cond,b,-0.00189609369033,-0.0018907099999999999,0.005648987608712875,0.0053911190759999995,-0.01093316,0.007249066999999997,1.0022541427914593,1826.4779556080462,2532.236479467852,-0.0127628975,0.00908950275,3,0,b[3],pop,age10:como_ct,31
asc_int,cmpr_cond,b,-0.002116406355775,-0.0026138949999999998,0.017894575512159845,0.016023911148,-0.03033854,0.027713189999999985,1.0018176372895835,1778.2536468103112,2080.255129299187,-0.0365177425,0.03467430500000001,4,0,b[4],pop,age10:male,31
