model,nct_id,rows,cols,values
asc_int,NCT02119286,male,como_ct,2.849e-02
asc_int,NCT02119286,(Intercept),age10:male,1.285e-02
asc_int,NCT02119286,age10,age10:male,-2.118e-03
asc_int,NCT02119286,male,age10:male,-1.809e-02
asc_int,NCT02119286,como_ct,age10:male,-4.603e-03
asc_int,NCT02119286,(Intercept),age10:como_ct,4.593e-03
asc_int,NCT02119286,age10,age10:como_ct,-7.531e-04
asc_int,NCT02119286,male,age10:como_ct,-4.593e-03
asc_int,NCT02119286,como_ct,age10:como_ct,-2.500e-03
asc_int,NCT02119286,age10:male,age10:como_ct,7.531e-04
asc_int,NCT02119286,(Intercept),male:como_ct,2.849e-02
asc_int,NCT02119286,age10,male:como_ct,-4.603e-03
asc_int,NCT02119286,male,male:como_ct,-4.044e-02
asc_int,NCT02119286,como_ct,male:como_ct,-1.573e-02
asc_int,NCT02119286,age10:male,male:como_ct,6.461e-03
asc_int,NCT02119286,age10:como_ct,male:como_ct,2.500e-03
asc_int,NCT02119286,(Intercept),age10:male:como_ct,-4.593e-03
asc_int,NCT02119286,age10,age10:male:como_ct,7.531e-04
asc_int,NCT02119286,male,age10:male:como_ct,6.454e-03
asc_int,NCT02119286,como_ct,age10:male:como_ct,2.500e-03
asc_int,NCT02119286,age10:male,age10:male:como_ct,-1.048e-03
asc_int,NCT02119286,age10:como_ct,age10:male:como_ct,-4.032e-04
asc_int,NCT02119286,male:como_ct,age10:male:como_ct,-3.797e-03
asc_int,NCT02236611,(Intercept),age10,-7.181e-03
asc_int,NCT02236611,(Intercept),male,-4.571e-02
asc_int,NCT02236611,age10,male,7.181e-03
asc_int,NCT02236611,(Intercept),como_ct,-1.802e-02
asc_int,NCT02236611,age10,como_ct,2.822e-03
asc_int,NCT02236611,male,como_ct,1.802e-02
asc_int,NCT02236611,(Intercept),age10:male,7.181e-03
asc_int,NCT02236611,age10,age10:male,-1.148e-03
asc_int,NCT02236611,male,age10:male,-1.055e-02
asc_int,NCT02236611,como_ct,age10:male,-2.822e-03
asc_int,NCT02236611,(Intercept),age10:como_ct,2.828e-03
asc_int,NCT02236611,age10,age10:como_ct,-4.511e-04
asc_int,NCT02236611,male,age10:como_ct,-2.828e-03
asc_int,NCT02236611,como_ct,age10:como_ct,-2.190e-03
asc_int,NCT02236611,age10:male,age10:como_ct,4.511e-04
asc_int,NCT02236611,(Intercept),male:como_ct,1.802e-02
asc_int,NCT02236611,age10,male:como_ct,-2.822e-03
asc_int,NCT02236611,male,male:como_ct,-2.820e-02
asc_int,NCT02236611,como_ct,male:como_ct,-1.437e-02
asc_int,NCT02236611,age10:male,male:como_ct,4.359e-03
asc_int,NCT02236611,age10:como_ct,male:como_ct,2.190e-03
asc_int,NCT02236611,(Intercept),age10:male:como_ct,-2.828e-03
asc_int,NCT02236611,age10,age10:male:como_ct,4.511e-04
asc_int,NCT02236611,male,age10:male:como_ct,4.369e-03
asc_int,NCT02236611,como_ct,age10:male:como_ct,2.190e-03
asc_int,NCT02236611,age10:male,age10:male:como_ct,-6.878e-04
asc_int,NCT02236611,age10:como_ct,age10:male:como_ct,-3.398e-04
asc_int,NCT02236611,male:como_ct,age10:male:como_ct,-3.743e-03
asc_int,NCT00428090,(Intercept),age10,-2.643e-03
asc_int,NCT00428090,(Intercept),male,-1.925e-02
asc_int,NCT00428090,age10,male,2.643e-03
asc_int,NCT00428090,(Intercept),como_ct,-8.456e-03
asc_int,NCT00428090,age10,como_ct,1.165e-03
asc_int,NCT00428090,male,como_ct,8.456e-03
asc_int,NCT00428090,(Intercept),age10:male,2.643e-03
asc_int,NCT00428090,age10,age10:male,-3.685e-04
asc_int,NCT00428090,male,age10:male,-8.734e-03
asc_int,NCT00428090,como_ct,age10:male,-1.165e-03
asc_int,NCT00428090,(Intercept),age10:como_ct,1.166e-03
asc_int,NCT00428090,age10,age10:como_ct,-1.634e-04
asc_int,NCT00428090,male,age10:como_ct,-1.166e-03
asc_int,NCT00428090,como_ct,age10:como_ct,-2.073e-03
asc_int,NCT00428090,age10:male,age10:como_ct,1.634e-04
asc_int,NCT00428090,(Intercept),male:como_ct,8.456e-03
asc_int,NCT00428090,age10,male:como_ct,-1.165e-03
asc_int,NCT00428090,male,male:como_ct,-2.862e-02
asc_int,NCT00428090,como_ct,male:como_ct,-1.548e-02
asc_int,NCT00428090,age10:male,male:como_ct,3.952e-03
asc_int,NCT00428090,age10:como_ct,male:como_ct,2.073e-03
asc_int,NCT00428090,(Intercept),age10:male:como_ct,-1.166e-03
asc_int,NCT00428090,age10,age10:male:como_ct,1.634e-04
asc_int,NCT00428090,male,age10:male:como_ct,3.952e-03
asc_int,NCT00428090,como_ct,age10:male:como_ct,2.073e-03
asc_int,NCT00428090,age10:male,age10:male:como_ct,-5.531e-04
asc_int,NCT00428090,age10:como_ct,age10:male:como_ct,-2.815e-04
asc_int,NCT00428090,male:como_ct,age10:male:como_ct,-6.988e-03
asc_int,NCT01181895,(Intercept),age10,-1.108e-03
asc_int,NCT01181895,(Intercept),male,-5.447e-03
asc_int,NCT01181895,age10,male,1.108e-03
asc_int,NCT01181895,(Intercept),como_ct,-3.448e-03
asc_int,NCT01181895,age10,como_ct,6.891e-04
asc_int,NCT01181895,male,como_ct,3.448e-03
asc_int,NCT01181895,(Intercept),age10:male,1.108e-03
asc_int,NCT01181895,age10,age10:male,-2.619e-04
asc_int,NCT01181895,male,age10:male,-2.382e-03
asc_int,NCT01181895,como_ct,age10:male,-6.891e-04
asc_int,NCT01181895,(Intercept),age10:como_ct,6.807e-04
asc_int,NCT01181895,age10,age10:como_ct,-1.541e-04
asc_int,NCT01181895,male,age10:como_ct,-6.807e-04
asc_int,NCT01181895,como_ct,age10:como_ct,-4.536e-03
asc_int,NCT01181895,age10:male,age10:como_ct,1.541e-04
asc_int,NCT01181895,(Intercept),male:como_ct,3.448e-03
asc_int,NCT01181895,age10,male:como_ct,-6.891e-04
asc_int,NCT01181895,male,male:como_ct,-8.313e-03
asc_int,NCT01181895,como_ct,male:como_ct,-2.506e-02
asc_int,NCT01181895,age10:male,male:como_ct,1.665e-03
asc_int,NCT01181895,age10:como_ct,male:como_ct,4.536e-03
asc_int,NCT01181895,(Intercept),age10:male:como_ct,-6.807e-04
asc_int,NCT01181895,age10,age10:male:como_ct,1.541e-04
asc_int,NCT01181895,male,age10:male:como_ct,1.662e-03
asc_int,NCT01181895,como_ct,age10:male:como_ct,4.536e-03
asc_int,NCT01181895,age10:male,age10:male:como_ct,-3.853e-04
asc_int,NCT01181895,age10:como_ct,age10:male:como_ct,-8.612e-04
asc_int,NCT01181895,male:como_ct,age10:male:como_ct,-1.295e-02
asc_int,NCT01316900,(Intercept),age10,-4.504e-03
asc_int,NCT01316900,(Intercept),male,-2.809e-02
asc_int,NCT01316900,age10,male,4.504e-03
asc_int,NCT01316900,(Intercept),como_ct,-1.191e-02
asc_int,NCT01316900,age10,como_ct,1.898e-03
asc_int,NCT01316900,male,como_ct,1.191e-02
asc_int,NCT01316900,(Intercept),age10:male,4.504e-03
asc_int,NCT01316900,age10,age10:male,-7.388e-04
asc_int,NCT01316900,male,age10:male,-6.705e-03
asc_int,NCT01316900,como_ct,age10:male,-1.898e-03
asc_int,NCT01316900,(Intercept),age10:como_ct,1.889e-03
asc_int,NCT01316900,age10,age10:como_ct,-3.068e-04
asc_int,NCT01316900,male,age10:como_ct,-1.889e-03
asc_int,NCT01316900,como_ct,age10:como_ct,-2.361e-03
asc_int,NCT01316900,age10:male,age10:como_ct,3.068e-04
asc_int,NCT01316900,(Intercept),male:como_ct,1.191e-02
asc_int,NCT01316900,age10,male:como_ct,-1.898e-03
asc_int,NCT01316900,male,male:como_ct,-1.770e-02
asc_int,NCT01316900,como_ct,male:como_ct,-1.518e-02
asc_int,NCT01316900,age10:male,male:como_ct,2.791e-03
asc_int,NCT01316900,age10:como_ct,male:como_ct,2.361e-03
asc_int,NCT01316900,(Intercept),age10:male:como_ct,-1.889e-03
asc_int,NCT01316900,age10,age10:male:como_ct,3.068e-04
asc_int,NCT01316900,male,age10:male:como_ct,2.784e-03
asc_int,NCT01316900,como_ct,age10:male:como_ct,2.361e-03
asc_int,NCT01316900,age10:male,age10:male:como_ct,-4.480e-04
asc_int,NCT01316900,age10:como_ct,age10:male:como_ct,-3.728e-04
asc_int,NCT01316900,male:como_ct,age10:male:como_ct,-3.655e-03
asc_int,NCT01159912,(Intercept),age10,-4.947e-04
asc_int,NCT01159912,(Intercept),male,-2.380e-03
asc_int,NCT01159912,age10,male,4.947e-04
asc_int,NCT01159912,(Intercept),como_ct,-1.408e-03
asc_int,NCT01159912,age10,como_ct,2.864e-04
asc_int,NCT01159912,male,como_ct,1.408e-03
asc_int,NCT01159912,(Intercept),age10:male,4.947e-04
asc_int,NCT01159912,age10,age10:male,-1.178e-04
asc_int,NCT01159912,male,age10:male,-1.052e-03
asc_int,NCT01159912,como_ct,age10:male,-2.864e-04
asc_int,NCT01159912,(Intercept),age10:como_ct,2.858e-04
asc_int,NCT01159912,age10,age10:como_ct,-6.569e-05
asc_int,NCT01159912,male,age10:como_ct,-2.858e-04
asc_int,NCT01159912,como_ct,age10:como_ct,-1.700e-03
asc_int,NCT01159912,age10:male,age10:como_ct,6.569e-05
asc_int,NCT01159912,(Intercept),male:como_ct,1.408e-03
asc_int,NCT01159912,age10,male:como_ct,-2.864e-04
asc_int,NCT01159912,male,male:como_ct,-3.309e-03
asc_int,NCT01159912,como_ct,male:como_ct,-8.920e-03
asc_int,NCT01159912,age10:male,male:como_ct,7.014e-04
asc_int,NCT01159912,age10:como_ct,male:como_ct,1.700e-03
asc_int,NCT01159912,(Intercept),age10:male:como_ct,-2.858e-04
asc_int,NCT01159912,age10,age10:male:como_ct,6.569e-05
asc_int,NCT01159912,male,age10:male:como_ct,7.065e-04
asc_int,NCT01159912,como_ct,age10:male:como_ct,1.700e-03
asc_int,NCT01159912,age10:male,age10:male:como_ct,-1.784e-04
asc_int,NCT01159912,age10:como_ct,age10:male:como_ct,-3.512e-04
asc_int,NCT01159912,male:como_ct,age10:male:como_ct,-5.498e-03
asc_int,NCT01436110,(Intercept),age10,-9.768e-04
asc_int,NCT01436110,(Intercept),male,-4.446e-03
asc_int,NCT01436110,age10,male,9.768e-04
asc_int,NCT01436110,(Intercept),como_ct,-3.108e-03
asc_int,NCT01436110,age10,como_ct,6.698e-04
asc_int,NCT01436110,male,como_ct,3.108e-03
asc_int,NCT01436110,(Intercept),age10:male,9.768e-04
asc_int,NCT01436110,age10,age10:male,-2.486e-04
asc_int,NCT01436110,male,age10:male,-2.110e-03
asc_int,NCT01436110,como_ct,age10:male,-6.698e-04
asc_int,NCT01436110,(Intercept),age10:como_ct,6.709e-04
asc_int,NCT01436110,age10,age10:como_ct,-1.670e-04
asc_int,NCT01436110,male,age10:como_ct,-6.709e-04
asc_int,NCT01436110,como_ct,age10:como_ct,-5.216e-03
asc_int,NCT01436110,age10:male,age10:como_ct,1.670e-04
asc_int,NCT01436110,(Intercept),male:como_ct,3.108e-03
asc_int,NCT01436110,age10,male:como_ct,-6.698e-04
asc_int,NCT01436110,male,male:como_ct,-5.452e-03
asc_int,NCT01436110,como_ct,male:como_ct,-2.698e-02
asc_int,NCT01436110,age10:male,male:como_ct,1.148e-03
asc_int,NCT01436110,age10:como_ct,male:como_ct,5.216e-03
asc_int,NCT01436110,(Intercept),age10:male:como_ct,-6.709e-04
asc_int,NCT01436110,age10,age10:male:como_ct,1.670e-04
asc_int,NCT01436110,male,age10:male:como_ct,1.223e-03
asc_int,NCT01436110,como_ct,age10:male:como_ct,5.216e-03
asc_int,NCT01436110,age10:male,age10:male:como_ct,-3.239e-04
asc_int,NCT01436110,age10:como_ct,age10:male:como_ct,-1.108e-03
asc_int,NCT01436110,male:como_ct,age10:male:como_ct,-1.612e-02
asc_int,NCT01691521,(Intercept),age10,-1.046e-03
asc_int,NCT01691521,(Intercept),male,-5.701e-03
asc_int,NCT01691521,age10,male,1.046e-03
asc_int,NCT01691521,(Intercept),como_ct,-2.671e-03
asc_int,NCT01691521,age10,como_ct,4.732e-04
asc_int,NCT01691521,male,como_ct,2.671e-03
asc_int,NCT01691521,(Intercept),age10:male,1.046e-03
asc_int,NCT01691521,age10,age10:male,-2.099e-04
asc_int,NCT01691521,male,age10:male,-2.573e-03
asc_int,NCT01691521,como_ct,age10:male,-4.732e-04
asc_int,NCT01691521,(Intercept),age10:como_ct,4.748e-04
asc_int,NCT01691521,age10,age10:como_ct,-9.040e-05
asc_int,NCT01691521,male,age10:como_ct,-4.748e-04
asc_int,NCT01691521,como_ct,age10:como_ct,-7.411e-04
asc_int,NCT01691521,age10:male,age10:como_ct,9.040e-05
asc_int,NCT01691521,(Intercept),male:como_ct,2.671e-03
asc_int,NCT01691521,age10,male:como_ct,-4.732e-04
asc_int,NCT01691521,male,male:como_ct,-6.674e-03
asc_int,NCT01691521,como_ct,male:como_ct,-4.312e-03
asc_int,NCT01691521,age10:male,male:como_ct,1.178e-03
asc_int,NCT01691521,age10:como_ct,male:como_ct,7.411e-04
asc_int,NCT01691521,(Intercept),age10:male:como_ct,-4.748e-04
asc_int,NCT01691521,age10,age10:male:como_ct,9.040e-05
asc_int,NCT01691521,male,age10:male:como_ct,1.199e-03
asc_int,NCT01691521,como_ct,age10:male:como_ct,7.411e-04
asc_int,NCT01691521,age10:male,age10:male:como_ct,-2.297e-04
asc_int,NCT01691521,age10:como_ct,age10:male:como_ct,-1.331e-04
asc_int,NCT01691521,male:como_ct,age10:male:como_ct,-2.182e-03
asc_int,NCT00289198,(Intercept),age10,-1.640e-03
asc_int,NCT00289198,(Intercept),male,-7.101e-03
asc_int,NCT00289198,age10,male,1.640e-03
asc_int,NCT00289198,(Intercept),como_ct,-4.415e-03
asc_int,NCT00289198,age10,como_ct,8.936e-04
asc_int,NCT00289198,male,como_ct,4.415e-03
asc_int,NCT00289198,(Intercept),age10:male,1.640e-03
asc_int,NCT00289198,age10,age10:male,-4.389e-04
asc_int,NCT00289198,male,age10:male,-3.120e-03
asc_int,NCT00289198,como_ct,age10:male,-8.936e-04
asc_int,NCT00289198,(Intercept),age10:como_ct,9.230e-04
asc_int,NCT00289198,age10,age10:como_ct,-2.195e-04
asc_int,NCT00289198,male,age10:como_ct,-9.230e-04
asc_int,NCT00289198,como_ct,age10:como_ct,-2.843e-03
asc_int,NCT00289198,age10:male,age10:como_ct,2.195e-04
asc_int,NCT00289198,(Intercept),male:como_ct,4.415e-03
asc_int,NCT00289198,age10,male:como_ct,-8.936e-04
asc_int,NCT00289198,male,male:como_ct,-7.797e-03
asc_int,NCT00289198,como_ct,male:como_ct,-1.591e-02
asc_int,NCT00289198,age10:male,male:como_ct,1.527e-03
asc_int,NCT00289198,age10:como_ct,male:como_ct,2.843e-03
asc_int,NCT00289198,(Intercept),age10:male:como_ct,-9.230e-04
asc_int,NCT00289198,age10,age10:male:como_ct,2.195e-04
asc_int,NCT00289198,male,age10:male:como_ct,1.619e-03
asc_int,NCT00289198,como_ct,age10:male:como_ct,2.843e-03
asc_int,NCT00289198,age10:male,age10:male:como_ct,-3.862e-04
asc_int,NCT00289198,age10:como_ct,age10:male:como_ct,-5.597e-04
asc_int,NCT00289198,male:como_ct,age10:male:como_ct,-5.613e-03
asc_int,NCT01772134,(Intercept),age10,-1.200e-02
asc_int,NCT01772134,(Intercept),male,-7.331e-02
asc_int,NCT01772134,age10,male,1.200e-02
asc_int,NCT01772134,(Intercept),como_ct,-2.359e-02
asc_int,NCT01772134,age10,como_ct,3.853e-03
asc_int,NCT01772134,male,como_ct,2.359e-02
asc_int,NCT01772134,(Intercept),age10:male,1.200e-02
asc_int,NCT01772134,age10,age10:male,-2.004e-03
asc_int,NCT01772134,male,age10:male,-1.771e-02
asc_int,NCT01772134,como_ct,age10:male,-3.853e-03
asc_int,NCT01772134,(Intercept),age10:como_ct,3.859e-03
asc_int,NCT01772134,age10,age10:como_ct,-6.435e-04
asc_int,NCT01772134,male,age10:como_ct,-3.859e-03
asc_int,NCT01772134,como_ct,age10:como_ct,-2.478e-03
asc_int,NCT01772134,age10:male,age10:como_ct,6.435e-04
asc_int,NCT01772134,(Intercept),male:como_ct,2.359e-02
asc_int,NCT01772134,age10,male:como_ct,-3.853e-03
asc_int,NCT01772134,male,male:como_ct,-3.698e-02
asc_int,NCT01772134,como_ct,male:como_ct,-1.540e-02
asc_int,NCT01772134,age10:male,male:como_ct,5.893e-03
asc_int,NCT01772134,age10:como_ct,male:como_ct,2.478e-03
asc_int,NCT01772134,(Intercept),age10:male:como_ct,-3.859e-03
asc_int,NCT01772134,age10,age10:male:como_ct,6.435e-04
asc_int,NCT01772134,male,age10:male:como_ct,5.902e-03
asc_int,NCT01772134,como_ct,age10:male:como_ct,2.478e-03
asc_int,NCT01772134,age10:male,age10:male:como_ct,-9.611e-04
asc_int,NCT01772134,age10:como_ct,age10:male:como_ct,-4.069e-04
asc_int,NCT01772134,male:como_ct,age10:male:como_ct,-4.071e-03
asc_int,NCT00123903,(Intercept),age10,-2.491e-02
asc_int,NCT00123903,(Intercept),male,-1.523e-01
asc_int,NCT00123903,age10,male,2.491e-02
asc_int,NCT00123903,(Intercept),como_ct,-5.985e-02
asc_int,NCT00123903,age10,como_ct,9.490e-03
asc_int,NCT00123903,male,como_ct,5.985e-02
asc_int,NCT00123903,(Intercept),age10:male,2.491e-02
asc_int,NCT00123903,age10,age10:male,-4.212e-03
asc_int,NCT00123903,male,age10:male,-3.988e-02
asc_int,NCT00123903,como_ct,age10:male,-9.490e-03
asc_int,NCT00123903,(Intercept),age10:como_ct,9.518e-03
asc_int,NCT00123903,age10,age10:como_ct,-1.564e-03
asc_int,NCT00123903,male,age10:como_ct,-9.518e-03
asc_int,NCT00123903,como_ct,age10:como_ct,-7.058e-03
asc_int,NCT00123903,age10:male,age10:como_ct,1.564e-03
asc_int,NCT00123903,(Intercept),male:como_ct,5.985e-02
asc_int,NCT00123903,age10,male:como_ct,-9.490e-03
asc_int,NCT00123903,male,male:como_ct,-8.826e-02
asc_int,NCT00123903,como_ct,male:como_ct,-4.531e-02
asc_int,NCT00123903,age10:male,male:como_ct,1.444e-02
asc_int,NCT00123903,age10:como_ct,male:como_ct,7.058e-03
asc_int,NCT00123903,(Intercept),age10:male:como_ct,-9.518e-03
asc_int,NCT00123903,age10,age10:male:como_ct,1.564e-03
asc_int,NCT00123903,male,age10:male:como_ct,1.449e-02
asc_int,NCT00123903,como_ct,age10:male:como_ct,7.058e-03
asc_int,NCT00123903,age10:male,age10:male:como_ct,-2.460e-03
asc_int,NCT00123903,age10:como_ct,age10:male:como_ct,-1.138e-03
asc_int,NCT00123903,male:como_ct,age10:male:como_ct,-1.114e-02
asc_int,NCT00273052,(Intercept),age10,-3.069e-03
asc_int,NCT00273052,(Intercept),male,-1.690e-02
asc_int,NCT00273052,age10,male,3.069e-03
asc_int,NCT00273052,(Intercept),como_ct,-7.722e-03
asc_int,NCT00273052,age10,como_ct,1.401e-03
asc_int,NCT00273052,male,como_ct,7.722e-03
asc_int,NCT00273052,(Intercept),age10:male,3.069e-03
asc_int,NCT00273052,age10,age10:male,-5.755e-04
asc_int,NCT00273052,male,age10:male,-4.911e-03
asc_int,NCT00273052,como_ct,age10:male,-1.401e-03
asc_int,NCT00273052,(Intercept),age10:como_ct,1.395e-03
asc_int,NCT00273052,age10,age10:como_ct,-2.603e-04
asc_int,NCT00273052,male,age10:como_ct,-1.395e-03
asc_int,NCT00273052,como_ct,age10:como_ct,-1.790e-03
asc_int,NCT00273052,age10:male,age10:como_ct,2.603e-04
asc_int,NCT00273052,(Intercept),male:como_ct,7.722e-03
asc_int,NCT00273052,age10,male:como_ct,-1.401e-03
asc_int,NCT00273052,male,male:como_ct,-1.358e-02
asc_int,NCT00273052,como_ct,male:como_ct,-1.009e-02
asc_int,NCT00273052,age10:male,male:como_ct,2.431e-03
asc_int,NCT00273052,age10:como_ct,male:como_ct,1.790e-03
asc_int,NCT00273052,(Intercept),age10:male:como_ct,-1.395e-03
asc_int,NCT00273052,age10,age10:male:como_ct,2.603e-04
asc_int,NCT00273052,male,age10:male:como_ct,2.443e-03
asc_int,NCT00273052,como_ct,age10:male:como_ct,1.790e-03
asc_int,NCT00273052,age10:male,age10:male:como_ct,-4.555e-04
asc_int,NCT00273052,age10:como_ct,age10:male:como_ct,-3.253e-04
asc_int,NCT00273052,male:como_ct,age10:male:como_ct,-4.128e-03
asc_int,NCT00115622,(Intercept),age10,-1.324e-03
asc_int,NCT00115622,(Intercept),male,-5.773e-03
asc_int,NCT00115622,age10,male,1.324e-03
asc_int,NCT00115622,(Intercept),como_ct,-4.294e-03
asc_int,NCT00115622,age10,como_ct,9.409e-04
asc_int,NCT00115622,male,como_ct,4.294e-03
asc_int,NCT00115622,(Intercept),age10:male,1.324e-03
asc_int,NCT00115622,age10,age10:male,-3.415e-04
asc_int,NCT00115622,male,age10:male,-2.775e-03
asc_int,NCT00115622,como_ct,age10:male,-9.409e-04
asc_int,NCT00115622,(Intercept),age10:como_ct,9.492e-04
asc_int,NCT00115622,age10,age10:como_ct,-2.325e-04
asc_int,NCT00115622,male,age10:como_ct,-9.492e-04
asc_int,NCT00115622,como_ct,age10:como_ct,-3.196e-03
asc_int,NCT00115622,age10:male,age10:como_ct,2.325e-04
asc_int,NCT00115622,(Intercept),male:como_ct,4.294e-03
asc_int,NCT00115622,age10,male:como_ct,-9.409e-04
asc_int,NCT00115622,male,male:como_ct,-8.079e-03
asc_int,NCT00115622,como_ct,male:como_ct,-1.499e-02
asc_int,NCT00115622,age10:male,male:como_ct,1.741e-03
asc_int,NCT00115622,age10:como_ct,male:como_ct,3.196e-03
asc_int,NCT00115622,(Intercept),age10:male:como_ct,-9.492e-04
asc_int,NCT00115622,age10,age10:male:como_ct,2.325e-04
asc_int,NCT00115622,male,age10:male:como_ct,1.768e-03
asc_int,NCT00115622,como_ct,age10:male:como_ct,3.196e-03
asc_int,NCT00115622,age10:male,age10:male:como_ct,-4.420e-04
asc_int,NCT00115622,age10:como_ct,age10:male:como_ct,-7.423e-04
asc_int,NCT00115622,male:como_ct,age10:male:como_ct,-6.819e-03
asc_int,NCT00117325,(Intercept),age10,-6.843e-04
asc_int,NCT00117325,(Intercept),male,-3.439e-03
asc_int,NCT00117325,age10,male,6.843e-04
asc_int,NCT00117325,(Intercept),como_ct,-1.873e-03
asc_int,NCT00117325,age10,como_ct,3.587e-04
asc_int,NCT00117325,male,como_ct,1.873e-03
asc_int,NCT00117325,(Intercept),age10:male,6.843e-04
asc_int,NCT00117325,age10,age10:male,-1.506e-04
asc_int,NCT00117325,male,age10:male,-1.804e-03
asc_int,NCT00117325,como_ct,age10:male,-3.587e-04
asc_int,NCT00117325,(Intercept),age10:como_ct,3.563e-04
asc_int,NCT00117325,age10,age10:como_ct,-7.431e-05
asc_int,NCT00117325,male,age10:como_ct,-3.563e-04
asc_int,NCT00117325,como_ct,age10:como_ct,-1.078e-03
asc_int,NCT00117325,age10:male,age10:como_ct,7.431e-05
asc_int,NCT00117325,(Intercept),male:como_ct,1.873e-03
asc_int,NCT00117325,age10,male:como_ct,-3.587e-04
asc_int,NCT00117325,male,male:como_ct,-5.513e-03
asc_int,NCT00117325,como_ct,male:como_ct,-6.019e-03
asc_int,NCT00117325,age10:male,male:como_ct,9.729e-04
asc_int,NCT00117325,age10:como_ct,male:como_ct,1.078e-03
asc_int,NCT00117325,(Intercept),age10:male:como_ct,-3.563e-04
asc_int,NCT00117325,age10,age10:male:como_ct,7.431e-05
asc_int,NCT00117325,male,age10:male:como_ct,9.720e-04
asc_int,NCT00117325,como_ct,age10:male:como_ct,1.078e-03
asc_int,NCT00117325,age10:male,age10:male:como_ct,-1.909e-04
asc_int,NCT00117325,age10:como_ct,age10:male:como_ct,-2.056e-04
asc_int,NCT00117325,male:como_ct,age10:male:como_ct,-3.314e-03
asc_int,NCT00118703,(Intercept),age10,-6.981e-04
asc_int,NCT00118703,(Intercept),male,-3.435e-03
asc_int,NCT00118703,age10,male,6.981e-04
asc_int,NCT00118703,(Intercept),como_ct,-1.523e-03
asc_int,NCT00118703,age10,como_ct,2.897e-04
asc_int,NCT00118703,male,como_ct,1.523e-03
asc_int,NCT00118703,(Intercept),age10:male,6.981e-04
asc_int,NCT00118703,age10,age10:male,-1.594e-04
asc_int,NCT00118703,male,age10:male,-1.678e-03
asc_int,NCT00118703,como_ct,age10:male,-2.897e-04
asc_int,NCT00118703,(Intercept),age10:como_ct,2.946e-04
asc_int,NCT00118703,age10,age10:como_ct,-6.385e-05
asc_int,NCT00118703,male,age10:como_ct,-2.946e-04
asc_int,NCT00118703,como_ct,age10:como_ct,-8.712e-04
asc_int,NCT00118703,age10:male,age10:como_ct,6.385e-05
asc_int,NCT00118703,(Intercept),male:como_ct,1.523e-03
asc_int,NCT00118703,age10,male:como_ct,-2.897e-04
asc_int,NCT00118703,male,male:como_ct,-4.599e-03
asc_int,NCT00118703,como_ct,male:como_ct,-4.894e-03
asc_int,NCT00118703,age10:male,male:como_ct,8.892e-04
asc_int,NCT00118703,age10:como_ct,male:como_ct,8.712e-04
asc_int,NCT00118703,(Intercept),age10:male:como_ct,-2.946e-04
asc_int,NCT00118703,age10,age10:male:como_ct,6.385e-05
asc_int,NCT00118703,male,age10:male:como_ct,8.829e-04
asc_int,NCT00118703,como_ct,age10:male:como_ct,8.712e-04
asc_int,NCT00118703,age10:male,age10:male:como_ct,-1.905e-04
asc_int,NCT00118703,age10:como_ct,age10:male:como_ct,-1.731e-04
asc_int,NCT00118703,male:como_ct,age10:male:como_ct,-7.696e-03
asc_int,NCT00609674,(Intercept),age10,-1.644e-03
asc_int,NCT00609674,(Intercept),male,-6.978e-03
asc_int,NCT00609674,age10,male,1.644e-03
asc_int,NCT00609674,(Intercept),como_ct,-4.235e-03
asc_int,NCT00609674,age10,como_ct,9.766e-04
asc_int,NCT00609674,male,como_ct,4.235e-03
asc_int,NCT00609674,(Intercept),age10:male,1.644e-03
asc_int,NCT00609674,age10,age10:male,-4.370e-04
asc_int,NCT00609674,male,age10:male,-3.631e-03
asc_int,NCT00609674,como_ct,age10:male,-9.766e-04
asc_int,NCT00609674,(Intercept),age10:como_ct,9.636e-04
asc_int,NCT00609674,age10,age10:como_ct,-2.472e-04
asc_int,NCT00609674,male,age10:como_ct,-9.636e-04
asc_int,NCT00609674,como_ct,age10:como_ct,-3.444e-03
asc_int,NCT00609674,age10:male,age10:como_ct,2.472e-04
asc_int,NCT00609674,(Intercept),male:como_ct,4.235e-03
asc_int,NCT00609674,age10,male:como_ct,-9.766e-04
asc_int,NCT00609674,male,male:como_ct,-8.437e-03
asc_int,NCT00609674,como_ct,male:como_ct,-1.674e-02
asc_int,NCT00609674,age10:male,male:como_ct,2.045e-03
asc_int,NCT00609674,age10:como_ct,male:como_ct,3.444e-03
asc_int,NCT00609674,(Intercept),age10:male:como_ct,-9.636e-04
asc_int,NCT00609674,age10,age10:male:como_ct,2.472e-04
asc_int,NCT00609674,male,age10:male:como_ct,1.931e-03
asc_int,NCT00609674,como_ct,age10:male:como_ct,3.444e-03
asc_int,NCT00609674,age10:male,age10:male:como_ct,-5.236e-04
asc_int,NCT00609674,age10:como_ct,age10:male:como_ct,-7.609e-04
asc_int,NCT00609674,male:como_ct,age10:male:como_ct,-7.227e-03
asc_int,NCT01916226,(Intercept),age10,-1.335e-03
asc_int,NCT01916226,(Intercept),male,-5.748e-03
asc_int,NCT01916226,age10,male,1.335e-03
asc_int,NCT01916226,(Intercept),como_ct,-3.790e-03
asc_int,NCT01916226,age10,como_ct,8.659e-04
asc_int,NCT01916226,male,como_ct,3.790e-03
asc_int,NCT01916226,(Intercept),age10:male,1.335e-03
