model,nct_id,term,estimate,std.error,statistic,p.value
as,NCT01164501,(Intercept),8.11E-01,1.66E-01,4.881685158,1.49E-06
as,NCT01164501,age10,-2.09E-02,2.61E-02,-0.798469581,0.425042943
as,NCT01164501,male,-5.74E-02,4.62E-02,-1.241317925,0.215171398
as,NCT00479401,(Intercept),-3.86E-01,1.09E-01,-3.539779099,4.50E-04
as,NCT00479401,age10,7.57E-02,1.65E-02,4.586757311,6.10E-06
as,NCT00479401,male,4.93E-03,3.01E-02,0.163476631,0.870229174
as,NCT00466167,(Intercept),-5.23E-01,1.33E-01,-3.918354475,1.08E-04
as,NCT00466167,age10,1.14E-01,2.01E-02,5.669367242,3.06E-08
as,NCT00466167,male,-7.78E-02,3.99E-02,-1.950775683,0.051904935
as,NCT00402233,(Intercept),0.00E+00,0.00E+00,NA,NA
as,NCT00402233,age10,0.00E+00,0.00E+00,NA,NA
as,NCT00402233,male,0.00E+00,0.00E+00,NA,NA
as,NCT02183064,(Intercept),0.00E+00,0.00E+00,NA,NA
as,NCT02183064,age10,0.00E+00,0.00E+00,NA,NA
as,NCT02183064,male,0.00E+00,0.00E+00,NA,NA
as,NCT00472199,(Intercept),4.14E-01,1.18E-01,3.515317058,4.97E-04
as,NCT00472199,age10,-1.45E-02,1.94E-02,-0.745569325,0.456428023
as,NCT00472199,male,-8.02E-02,5.10E-02,-1.572268579,0.116791793
as,NCT02175355,(Intercept),1.11E-01,1.18E-01,0.941106167,0.347123831
as,NCT02175355,age10,1.93E-03,1.74E-02,0.110650007,0.91194014
as,NCT02175355,male,6.93E-02,3.33E-02,2.077213076,0.038313105
as,NCT02177396,(Intercept),0.00E+00,0.00E+00,NA,NA
as,NCT02177396,age10,0.00E+00,0.00E+00,NA,NA
as,NCT02177396,male,0.00E+00,0.00E+00,NA,NA
as,NCT00274612,(Intercept),3.96E-02,9.89E-02,0.400587532,0.68884519
as,NCT00274612,age10,8.51E-02,1.64E-02,5.185315841,2.82E-07
as,NCT00274612,male,-1.74E-01,3.62E-02,-4.80590813,1.88E-06
as,NCT00274599,(Intercept),3.43E-01,7.77E-02,4.410156461,1.14E-05
as,NCT00274599,age10,5.02E-02,1.36E-02,3.68883703,2.37E-04
as,NCT00274599,male,-1.64E-01,3.05E-02,-5.36594971,9.92E-08
as,NCT00153088,(Intercept),7.32E-01,1.13E-01,6.464001865,1.52E-10
as,NCT00153088,age10,-2.74E-03,1.76E-02,-0.155730582,0.876273579
as,NCT00153088,male,-9.34E-02,2.98E-02,-3.133522203,0.001772282
as,NCT00926289,(Intercept),3.84E-01,1.22E-01,3.147074075,0.001819566
as,NCT00926289,age10,-3.28E-02,1.94E-02,-1.689066592,0.092274128
as,NCT00926289,male,-5.05E-02,4.34E-02,-1.16275942,0.245876509
as,NCT02242318,(Intercept),1.98E-01,1.43E-01,1.380645899,0.168313833
as,NCT02242318,age10,6.68E-02,2.45E-02,2.730833142,0.00665379
as,NCT02242318,male,-1.70E-01,5.36E-02,-3.163868338,0.001700352
as,NCT00153023,(Intercept),-1.23E-03,8.75E-02,-0.014022442,0.988814513
as,NCT00153023,age10,3.91E-02,1.38E-02,2.834066636,0.004676487
as,NCT00153023,male,-1.02E-02,2.59E-02,-0.393458238,0.694054122
as,NCT00034840,(Intercept),5.01E-01,1.35E-01,3.7153936,2.29E-04
as,NCT00034840,age10,1.54E-02,2.30E-02,0.668713866,0.504031102
as,NCT00034840,male,-2.79E-01,4.71E-02,-5.916451396,6.65E-09
as,NCT00168857,(Intercept),1.63E-01,8.12E-02,2.009114756,0.044770027
as,NCT00168857,age10,1.15E-02,1.31E-02,0.878562007,0.379831543
as,NCT00168857,male,-2.26E-02,2.57E-02,-0.881267345,0.378366528
as,NCT01719003,(Intercept),0.00E+00,0.00E+00,NA,NA
as,NCT01719003,age10,0.00E+00,0.00E+00,NA,NA
as,NCT01719003,male,0.00E+00,0.00E+00,NA,NA
as,NCT02177344,(Intercept),2.54E-01,1.15E-01,2.197140799,0.028360394
as,NCT02177344,age10,-2.18E-03,1.72E-02,-0.126778365,0.899154787
as,NCT02177344,male,-1.18E-02,3.32E-02,-0.356772675,0.721377073
as,NCT00856284,(Intercept),0.00E+00,0.00E+00,NA,NA
as,NCT00856284,age10,0.00E+00,0.00E+00,NA,NA
as,NCT00856284,male,0.00E+00,0.00E+00,NA,NA
as,NCT00968708,(Intercept),8.37E-02,2.28E-02,3.671934386,2.43E-04
as,NCT00968708,age10,-6.36E-04,3.48E-03,-0.182754091,0.854997662
as,NCT00968708,male,-1.59E-02,7.38E-03,-2.148685465,0.031702574
as,NCT00670501,(Intercept),2.12E-01,9.27E-02,2.28074877,0.022643059
as,NCT00670501,age10,2.46E-02,1.33E-02,1.855425544,0.063647421
as,NCT00670501,male,  NA,  NA,NA,NA
as,NCT00051558,(Intercept),-5.05E-03,9.98E-03,-0.506268662,0.612929958
as,NCT00051558,age10,1.40E-03,1.70E-03,0.825147285,0.409749791
as,NCT00051558,male,-2.98E-03,5.88E-03,-0.505887746,0.613197126
as,NCT00125918,(Intercept),0.00E+00,0.00E+00,NA,NA
as,NCT00125918,age10,0.00E+00,0.00E+00,NA,NA
as,NCT00125918,male,0.00E+00,0.00E+00,NA,NA
as,NCT00861757,(Intercept),-5.75E-02,6.93E-02,-0.829484598,0.407346927
as,NCT00861757,age10,1.29E-02,1.07E-02,1.21267739,0.226000647
as,NCT00861757,male,  NA,  NA,NA,NA
as,NCT00384930,(Intercept),1.52E-02,2.36E-02,0.643530597,0.520335093
as,NCT00384930,age10,-1.91E-03,3.69E-03,-0.517707989,0.605015316
as,NCT00384930,male,  NA,  NA,NA,NA
as,NCT00827242,(Intercept),1.65E-04,7.84E-02,0.002100325,0.998328885
as,NCT00827242,age10,1.68E-03,1.21E-02,0.139424168,0.889429998
as,NCT00827242,male,  NA,  NA,NA,NA
as,NCT00855582,(Intercept),3.18E-01,1.40E-01,2.276193709,0.023302385
as,NCT00855582,age10,-2.15E-02,2.17E-02,-0.989926681,0.322740754
as,NCT00855582,male,  NA,  NA,NA,NA
as,NCT00848081,(Intercept),1.74E-01,1.10E-01,1.580173617,0.115051944
as,NCT00848081,age10,-1.48E-02,1.62E-02,-0.912546276,0.362166057
as,NCT00848081,male,  NA,  NA,NA,NA
as,NCT00970632,(Intercept),1.50E-02,1.01E-01,0.147614873,0.882738251
as,NCT00970632,age10,6.17E-03,1.55E-02,0.399027556,0.69013496
as,NCT00970632,male,  NA,  NA,NA,NA
as,NCT00734474,(Intercept),1.77E-02,3.36E-02,0.526158197,0.598901362
as,NCT00734474,age10,2.67E-03,5.95E-03,0.448983355,0.65354628
as,NCT00734474,male,-1.93E-03,1.14E-02,-0.16866598,0.866095358
as,NCT01064687,(Intercept),1.99E-01,5.64E-02,3.525644009,4.43E-04
as,NCT01064687,age10,-1.41E-02,9.78E-03,-1.436199045,0.151279837
as,NCT01064687,male,-4.93E-02,1.90E-02,-2.592394297,0.009679641
as,NCT01075282,(Intercept),5.80E-02,4.82E-02,1.20312845,0.22934968
as,NCT01075282,age10,-6.48E-03,8.24E-03,-0.786280587,0.431979882
as,NCT01075282,male,3.50E-02,1.48E-02,2.366967159,0.018216567
as,NCT01126580,(Intercept),-3.29E-03,4.23E-02,-0.077812538,0.938001685
as,NCT01126580,age10,7.59E-03,7.28E-03,1.041416953,0.298078411
as,NCT01126580,male,-9.61E-03,1.51E-02,-0.637623733,0.523948482
as,NCT01769378,(Intercept),4.91E-02,6.23E-02,0.787763395,0.431694747
as,NCT01769378,age10,-5.69E-03,1.02E-02,-0.556201296,0.578646322
as,NCT01769378,male,8.41E-03,1.86E-02,0.453597502,0.650571837
cc,NCT01164501,(Intercept),4.38E-01,4.53E-02,9.672185753,3.86E-20
cc,NCT01164501,como_ct,1.26E-01,2.33E-02,5.393371988,1.15E-07
cc,NCT00479401,(Intercept),1.06E-01,3.10E-02,3.410905026,7.16E-04
cc,NCT00479401,como_ct,-2.63E-03,1.44E-02,-0.183252719,0.854696198
cc,NCT00466167,(Intercept),1.34E-01,4.34E-02,3.079580123,0.002241256
cc,NCT00466167,como_ct,2.81E-02,2.27E-02,1.235957087,0.217325226
cc,NCT00402233,(Intercept),0.00E+00,0.00E+00,NA,NA
cc,NCT00402233,como_ct,0.00E+00,0.00E+00,NA,NA
cc,NCT02183064,(Intercept),0.00E+00,0.00E+00,NA,NA
cc,NCT02183064,como_ct,0.00E+00,0.00E+00,NA,NA
cc,NCT00472199,(Intercept),3.30E-01,5.02E-02,6.564898979,1.87E-10
cc,NCT00472199,como_ct,-1.58E-02,2.36E-02,-0.669373909,0.503697045
cc,NCT02175355,(Intercept),1.35E-01,3.74E-02,3.619106237,3.27E-04
cc,NCT02175355,como_ct,1.13E-02,2.40E-02,0.470405482,0.638278573
cc,NCT02177396,(Intercept),0.00E+00,0.00E+00,NA,NA
cc,NCT02177396,como_ct,0.00E+00,0.00E+00,NA,NA
cc,NCT00274612,(Intercept),4.30E-01,4.37E-02,9.830036415,1.85E-21
cc,NCT00274612,como_ct,7.64E-03,2.74E-02,0.278390455,0.780794161
cc,NCT00274599,(Intercept),5.23E-01,3.51E-02,14.8856808,1.38E-45
cc,NCT00274599,como_ct,1.09E-03,2.12E-02,0.051271953,0.959118635
cc,NCT00153088,(Intercept),6.64E-01,3.07E-02,21.63545322,5.77E-87
cc,NCT00153088,como_ct,-6.39E-03,1.66E-02,-0.383851395,0.701161711
cc,NCT00926289,(Intercept),2.41E-01,4.52E-02,5.346191685,1.81E-07
cc,NCT00926289,como_ct,-5.41E-02,2.73E-02,-1.979885325,0.048651893
cc,NCT02242318,(Intercept),6.42E-01,6.37E-02,10.07499691,5.08E-21
cc,NCT02242318,como_ct,-1.07E-01,4.09E-02,-2.617285463,0.009266358
cc,NCT00153023,(Intercept),6.14E-01,2.74E-02,22.44539657,8.24E-93
cc,NCT00153023,como_ct,-1.51E-01,9.88E-03,-15.31922462,2.42E-48
cc,NCT00034840,(Intercept),4.00E-01,5.26E-02,7.602084327,1.79E-13
cc,NCT00034840,como_ct,6.57E-03,3.21E-02,0.204407777,0.8381298
cc,NCT00168857,(Intercept),4.97E-01,2.70E-02,18.4291904,2.82E-66
cc,NCT00168857,como_ct,-9.76E-02,8.51E-03,-11.47898712,6.98E-29
cc,NCT01719003,(Intercept),0.00E+00,0.00E+00,NA,NA
cc,NCT01719003,como_ct,0.00E+00,0.00E+00,NA,NA
cc,NCT02177344,(Intercept),2.26E-01,3.34E-02,6.783307612,2.63E-11
cc,NCT02177344,como_ct,3.34E-03,1.46E-02,0.228087612,0.819649315
cc,NCT00856284,(Intercept),0.00E+00,0.00E+00,NA,NA
cc,NCT00856284,como_ct,0.00E+00,0.00E+00,NA,NA
cc,NCT00968708,(Intercept),1.18E-01,6.98E-03,16.86334338,2.93E-62
cc,NCT00968708,como_ct,-2.26E-02,2.83E-03,-7.959876362,2.07E-15
cc,NCT00670501,(Intercept),4.91E-01,2.00E-02,24.53194667,7.74E-120
cc,NCT00670501,como_ct,-5.14E-02,8.38E-03,-6.139403224,9.54E-10
cc,NCT00051558,(Intercept),-1.32E-02,5.33E-03,-2.471973888,0.013825797
cc,NCT00051558,como_ct,5.61E-03,1.74E-03,3.227109459,0.001346807
cc,NCT00125918,(Intercept),0.00E+00,0.00E+00,NA,NA
cc,NCT00125918,como_ct,0.00E+00,0.00E+00,NA,NA
cc,NCT00861757,(Intercept),3.85E-02,1.72E-02,2.242925496,0.025472876
cc,NCT00861757,como_ct,-7.68E-03,9.29E-03,-0.826956723,0.408776495
cc,NCT00384930,(Intercept),9.12E-03,6.76E-03,1.349449214,0.178134889
cc,NCT00384930,como_ct,-2.95E-03,2.94E-03,-1.00502893,0.315632908
cc,NCT00827242,(Intercept),2.28E-02,2.86E-02,0.795751974,0.428293513
cc,NCT00827242,como_ct,-9.55E-03,2.14E-02,-0.445927059,0.656732892
cc,NCT00855582,(Intercept),1.51E-01,3.84E-02,3.927291358,9.94E-05
cc,NCT00855582,como_ct,1.68E-02,1.89E-02,0.891614215,0.373075183
cc,NCT00848081,(Intercept),7.55E-02,3.39E-02,2.227389631,0.026614257
cc,NCT00848081,como_ct,-4.69E-04,1.20E-02,-0.039133822,0.968808023
cc,NCT00970632,(Intercept),4.37E-02,2.83E-02,1.543635053,0.123649887
cc,NCT00970632,como_ct,6.54E-03,1.45E-02,0.45049227,0.6526559
cc,NCT00734474,(Intercept),3.38E-02,1.16E-02,2.928071614,0.003492218
cc,NCT00734474,como_ct,-1.24E-03,5.46E-03,-0.226238051,0.821064995
cc,NCT01064687,(Intercept),1.27E-01,2.03E-02,6.249799433,6.23E-10
cc,NCT01064687,como_ct,-1.64E-02,8.35E-03,-1.966669956,0.049516059
cc,NCT01075282,(Intercept),2.95E-02,1.58E-02,1.873641823,0.061412291
cc,NCT01075282,como_ct,5.16E-03,8.03E-03,0.641727962,0.521268008
cc,NCT01126580,(Intercept),3.25E-02,1.52E-02,2.142034614,0.03256982
cc,NCT01126580,como_ct,1.92E-03,7.14E-03,0.269500778,0.787631755
cc,NCT01769378,(Intercept),4.06E-02,1.91E-02,2.124804203,0.03472884
cc,NCT01769378,como_ct,-1.45E-02,1.09E-02,-1.330218223,0.18483631
eth,NCT01164501,(Intercept),7.08E-01,2.83E-02,25.04645758,1.06E-85
eth,NCT01164501,asian,-2.04E-01,5.02E-02,-4.063040973,5.77E-05
eth,NCT01164501,black,9.20E-02,9.78E-02,0.940761491,0.347361494
eth,NCT01164501,nativ,  NA,  NA,NA,NA
eth,NCT01164501,other,-3.75E-01,2.72E-01,-1.379414495,0.16849237
eth,NCT00479401,(Intercept),7.08E-02,1.93E-02,3.665584584,2.81E-04
eth,NCT00479401,asian,7.88E-02,3.14E-02,2.514091982,0.01234099
eth,NCT00479401,black,  NA,  NA,NA,NA
eth,NCT00479401,nativ,  NA,  NA,NA,NA
eth,NCT00479401,other,  NA,  NA,NA,NA
eth,NCT00466167,(Intercept),1.59E-01,2.96E-02,5.374139398,1.43E-07
eth,NCT00466167,asian,4.35E-02,4.16E-02,1.045070517,0.29673063
eth,NCT00466167,black,  NA,  NA,NA,NA
eth,NCT00466167,nativ,  NA,  NA,NA,NA
eth,NCT00466167,other,  NA,  NA,NA,NA
eth,NCT00402233,(Intercept),0.00E+00,0.00E+00,NA,NA
eth,NCT00402233,asian,  NA,  NA,NA,NA
eth,NCT00402233,black,  NA,  NA,NA,NA
eth,NCT00402233,nativ,  NA,  NA,NA,NA
eth,NCT00402233,other,  NA,  NA,NA,NA
eth,NCT02183064,(Intercept),0.00E+00,0.00E+00,NA,NA
eth,NCT02183064,asian,  NA,  NA,NA,NA
eth,NCT02183064,black,0.00E+00,0.00E+00,NA,NA
eth,NCT02183064,nativ,  NA,  NA,NA,NA
eth,NCT02183064,other,0.00E+00,0.00E+00,NA,NA
eth,NCT00472199,(Intercept),3.00E-01,2.44E-02,12.2906765,3.92E-29
eth,NCT00472199,asian,  NA,  NA,NA,NA
eth,NCT00472199,black,  NA,  NA,NA,NA
eth,NCT00472199,nativ,  NA,  NA,NA,NA
eth,NCT00472199,other,  NA,  NA,NA,NA
eth,NCT02175355,(Intercept),1.48E-01,1.65E-02,8.99074095,5.68E-18
eth,NCT02175355,asian,  NA,  NA,NA,NA
eth,NCT02175355,black,-1.48E-01,2.54E-01,-0.58339631,0.559900549
eth,NCT02175355,nativ,  NA,  NA,NA,NA
eth,NCT02175355,other,2.27E-01,1.28E-01,1.778578658,0.07594171
eth,NCT02177396,(Intercept),0.00E+00,0.00E+00,NA,NA
eth,NCT02177396,asian,  NA,  NA,NA,NA
eth,NCT02177396,black,0.00E+00,0.00E+00,NA,NA
eth,NCT02177396,nativ,  NA,  NA,NA,NA
eth,NCT02177396,other,0.00E+00,0.00E+00,NA,NA
eth,NCT00274612,(Intercept),4.41E-01,1.87E-02,23.60148942,2.84E-91
eth,NCT00274612,asian,  NA,  NA,NA,NA
eth,NCT00274612,black,  NA,  NA,NA,NA
eth,NCT00274612,nativ,  NA,  NA,NA,NA
eth,NCT00274612,other,  NA,  NA,NA,NA
eth,NCT00274599,(Intercept),5.36E-01,1.62E-02,33.11481704,7.08E-165
eth,NCT00274599,asian,  NA,  NA,NA,NA
eth,NCT00274599,black,-1.07E-01,5.91E-02,-1.814496807,0.069888736
eth,NCT00274599,nativ,  NA,  NA,NA,NA
eth,NCT00274599,other,-2.03E-01,1.19E-01,-1.706309112,0.088248516
eth,NCT00153088,(Intercept),6.54E-01,1.42E-02,45.93352685,1.42E-259
eth,NCT00153088,asian,  NA,  NA,NA,NA
eth,NCT00153088,black,  NA,  NA,NA,NA
eth,NCT00153088,nativ,  NA,  NA,NA,NA
eth,NCT00153088,other,  NA,  NA,NA,NA
eth,NCT00926289,(Intercept),1.62E-01,2.68E-02,6.024677745,5.11E-09
eth,NCT00926289,asian,-2.35E-02,7.40E-02,-0.3180155,0.750701273
eth,NCT00926289,black,1.66E-02,5.11E-02,0.325569477,0.744984081
eth,NCT00926289,nativ,  NA,  NA,NA,NA
eth,NCT00926289,other,-1.62E-01,3.72E-01,-0.433665793,0.664852461
eth,NCT02242318,(Intercept),4.96E-01,2.75E-02,18.02384837,3.31E-51
eth,NCT02242318,asian,  NA,  NA,NA,NA
eth,NCT02242318,black,-2.96E-01,2.25E-01,-1.311166653,0.190702157
eth,NCT02242318,nativ,  NA,  NA,NA,NA
eth,NCT02242318,other,  NA,  NA,NA,NA
eth,NCT00153023,(Intercept),2.29E-01,1.40E-02,16.31198021,5.85E-54
eth,NCT00153023,asian,  NA,  NA,NA,NA
eth,NCT00153023,black,2.36E-01,8.09E-02,2.914944534,0.003626574
eth,NCT00153023,nativ,  NA,  NA,NA,NA
eth,NCT00153023,other,-7.28E-03,3.19E-02,-0.228431625,0.819351388
eth,NCT00034840,(Intercept),4.15E-01,2.45E-02,16.94057336,7.51E-50
eth,NCT00034840,asian,  NA,  NA,NA,NA
eth,NCT00034840,black,-3.98E-02,1.04E-01,-0.384587816,0.700729909
eth,NCT00034840,nativ,  NA,  NA,NA,NA
eth,NCT00034840,other,-1.42E-01,1.51E-01,-0.943581735,0.345904798
eth,NCT00168857,(Intercept),2.43E-01,1.77E-02,13.74058392,9.38E-40
eth,NCT00168857,asian,  NA,  NA,NA,NA
eth,NCT00168857,black,8.60E-02,3.76E-02,2.286329656,0.022425246
eth,NCT00168857,nativ,  NA,  NA,NA,NA
eth,NCT00168857,other,-9.70E-02,2.68E-02,-3.615648578,3.13E-04
eth,NCT01719003,(Intercept),0.00E+00,0.00E+00,NA,NA
eth,NCT01719003,asian,0.00E+00,0.00E+00,NA,NA
eth,NCT01719003,black,0.00E+00,0.00E+00,NA,NA
eth,NCT01719003,nativ,0.00E+00,0.00E+00,NA,NA
eth,NCT01719003,other,  NA,  NA,NA,NA
eth,NCT02177344,(Intercept),2.34E-01,1.66E-02,14.09736112,1.34E-39
eth,NCT02177344,asian,  NA,  NA,NA,NA
eth,NCT02177344,black,1.58E-02,2.12E-01,0.074403182,0.940712329
eth,NCT02177344,nativ,  NA,  NA,NA,NA
eth,NCT02177344,other,-2.34E-01,2.12E-01,-1.103344742,0.270283298
eth,NCT00856284,(Intercept),0.00E+00,0.00E+00,NA,NA
eth,NCT00856284,asian,  NA,  NA,NA,NA
eth,NCT00856284,black,  NA,  NA,NA,NA
eth,NCT00856284,nativ,  NA,  NA,NA,NA
eth,NCT00856284,other,  NA,  NA,NA,NA
eth,NCT00968708,(Intercept),6.91E-02,3.41E-03,20.28226739,2.77E-88
eth,NCT00968708,asian,  NA,  NA,NA,NA
eth,NCT00968708,black,  NA,  NA,NA,NA
eth,NCT00968708,nativ,  NA,  NA,NA,NA
eth,NCT00968708,other,  NA,  NA,NA,NA
eth,NCT00670501,(Intercept),3.77E-01,9.59E-03,39.37877741,5.87E-267
eth,NCT00670501,asian,  NA,  NA,NA,NA
eth,NCT00670501,black,  NA,  NA,NA,NA
eth,NCT00670501,nativ,  NA,  NA,NA,NA
eth,NCT00670501,other,2.05E-01,6.00E-02,3.408543549,6.63E-04
eth,NCT00051558,(Intercept),3.31E-03,2.79E-03,1.188259287,0.235394854
eth,NCT00051558,asian,-3.31E-03,2.81E-02,-0.117847921,0.906243833
eth,NCT00051558,black,-3.31E-03,9.41E-03,-0.351719316,0.725223089
eth,NCT00051558,nativ,  NA,  NA,NA,NA
eth,NCT00051558,other,-3.31E-03,5.70E-03,-0.581269809,0.561366762
eth,NCT00125918,(Intercept),0.00E+00,0.00E+00,NA,NA
eth,NCT00125918,asian,0.00E+00,0.00E+00,NA,NA
eth,NCT00125918,black,0.00E+00,0.00E+00,NA,NA
eth,NCT00125918,nativ,0.00E+00,0.00E+00,NA,NA
eth,NCT00125918,other,0.00E+00,0.00E+00,NA,NA
eth,NCT00861757,(Intercept),2.60E-02,8.12E-03,3.2,0.001488558
eth,NCT00861757,asian,  NA,  NA,NA,NA
eth,NCT00861757,black,  NA,  NA,NA,NA
eth,NCT00861757,nativ,  NA,  NA,NA,NA
eth,NCT00861757,other,  NA,  NA,NA,NA
eth,NCT00384930,(Intercept),3.32E-03,3.21E-03,1.036018018,0.300971136
eth,NCT00384930,asian,-3.32E-03,3.23E-02,-0.102917954,0.918092153
eth,NCT00384930,black,-3.32E-03,1.88E-02,-0.176525608,0.859992006
eth,NCT00384930,nativ,  NA,  NA,NA,NA
eth,NCT00384930,other,-3.32E-03,1.58E-02,-0.210801725,0.833175331
eth,NCT00827242,(Intercept),1.18E-02,1.16E-02,1.017700489,0.311642131
eth,NCT00827242,asian,-1.18E-02,1.07E-01,-0.109741466,0.912867156
eth,NCT00827242,black,-1.18E-02,5.45E-02,-0.215752072,0.829686034
eth,NCT00827242,nativ,-1.18E-02,1.07E-01,-0.109741466,0.912867156
eth,NCT00827242,other,  NA,  NA,NA,NA
eth,NCT00855582,(Intercept),1.82E-01,1.89E-02,9.630174527,4.44E-20
eth,NCT00855582,asian,-9.09E-02,1.18E-01,-0.771031034,0.441094081
eth,NCT00855582,black,5.63E-02,8.63E-02,0.651936966,0.514775412
eth,NCT00855582,nativ,  NA,  NA,NA,NA
eth,NCT00855582,other,-1.82E-01,2.24E-01,-0.812931098,0.416688398
eth,NCT00848081,(Intercept),7.04E-02,1.56E-02,4.514404996,8.95E-06
eth,NCT00848081,asian,2.63E-01,1.53E-01,1.72312572,0.085837882
eth,NCT00848081,black,2.33E-02,4.90E-02,0.475869481,0.634494112
eth,NCT00848081,nativ,-7.04E-02,2.63E-01,-0.267410273,0.789326638
eth,NCT00848081,other,-7.04E-02,1.53E-01,-0.461551532,0.644718518
eth,NCT00970632,(Intercept),5.47E-02,1.38E-02,3.961120025,9.17E-05
eth,NCT00970632,asian,  NA,  NA,NA,NA
eth,NCT00970632,black,  NA,  NA,NA,NA
eth,NCT00970632,nativ,1.86E-03,3.43E-02,0.054160005,0.956840962
eth,NCT00970632,other,  NA,  NA,NA,NA
eth,NCT00734474,(Intercept),2.79E-02,7.50E-03,3.725317603,2.07E-04
eth,NCT00734474,asian,-2.79E-02,1.48E-02,-1.893279902,0.058625617
eth,NCT00734474,black,5.90E-02,2.67E-02,2.211140688,0.027264601
eth,NCT00734474,nativ,-2.79E-02,1.74E-01,-0.160609846,0.872434989
eth,NCT00734474,other,3.32E-02,1.50E-02,2.217048404,0.026856873
eth,NCT01064687,(Intercept),7.86E-02,1.07E-02,7.384344101,3.39E-13
eth,NCT01064687,asian,-7.86E-02,6.35E-02,-1.238945378,0.215676984
eth,NCT01064687,black,1.21E-01,3.29E-02,3.693062827,2.34E-04
eth,NCT01064687,nativ,3.84E-02,3.14E-02,1.221897891,0.222054536
eth,NCT01064687,other,-7.19E-03,7.74E-02,-0.092976607,0.925942085
eth,NCT01075282,(Intercept),2.99E-02,8.56E-03,3.491832139,5.11E-04
eth,NCT01075282,asian,1.64E-02,2.03E-02,0.80718914,0.419843547
eth,NCT01075282,black,-2.99E-02,9.63E-02,-0.310461746,0.756306253
eth,NCT01075282,nativ,7.92E-02,2.72E-02,2.908720151,0.003749114
eth,NCT01075282,other,-2.99E-02,7.30E-02,-0.409490176,0.682310659
eth,NCT01126580,(Intercept),3.55E-02,8.18E-03,4.342276727,1.64E-05
eth,NCT01126580,asian,-3.55E-02,3.22E-02,-1.10344801,0.270251964
eth,NCT01126580,black,8.94E-03,2.86E-02,0.312247783,0.754955049
eth,NCT01126580,nativ,-3.55E-02,3.02E-02,-1.174231778,0.240743772
eth,NCT01126580,other,2.37E-01,5.61E-02,4.228084065,2.70E-05
eth,NCT01769378,(Intercept),1.08E-02,9.75E-03,1.102356509,0.271539151
eth,NCT01769378,asian,-1.08E-02,6.72E-02,-0.159946693,0.873073233
eth,NCT01769378,black,1.00E-01,4.54E-02,2.2103589,0.028134591
eth,NCT01769378,nativ,5.18E-02,3.47E-02,1.493059517,0.136887615
eth,NCT01769378,other,-1.08E-02,6.03E-02,-0.178357095,0.858610487
asc,NCT01164501,(Intercept),6.73E-01,1.63E-01,4.132269159,4.33E-05
asc,NCT01164501,age10,-3.40E-02,2.54E-02,-1.338040301,0.181598763
asc,NCT01164501,male,-4.73E-02,4.48E-02,-1.055948545,0.291591598
asc,NCT01164501,como_ct,1.28E-01,2.34E-02,5.459827458,8.12E-08
asc,NCT00479401,(Intercept),-3.75E-01,1.10E-01,-3.422321854,6.88E-04
asc,NCT00479401,age10,7.75E-02,1.67E-02,4.651562864,4.54E-06
asc,NCT00479401,male,4.61E-03,3.02E-02,0.152945435,0.87852185
asc,NCT00479401,como_ct,-1.14E-02,1.41E-02,-0.808895849,0.419077247
asc,NCT00466167,(Intercept),-5.21E-01,1.34E-01,-3.896899022,1.17E-04
asc,NCT00466167,age10,1.15E-01,2.07E-02,5.555187977,5.61E-08
asc,NCT00466167,male,-7.86E-02,4.00E-02,-1.964018147,0.050344771
asc,NCT00466167,como_ct,-6.24E-03,2.25E-02,-0.277608339,0.781482249
asc,NCT00402233,(Intercept),0.00E+00,0.00E+00,NA,NA
asc,NCT00402233,age10,0.00E+00,0.00E+00,NA,NA
asc,NCT00402233,male,0.00E+00,0.00E+00,NA,NA
asc,NCT00402233,como_ct,0.00E+00,0.00E+00,NA,NA
asc,NCT02183064,(Intercept),0.00E+00,0.00E+00,NA,NA
asc,NCT02183064,age10,0.00E+00,0.00E+00,NA,NA
asc,NCT02183064,male,0.00E+00,0.00E+00,NA,NA
asc,NCT02183064,como_ct,0.00E+00,0.00E+00,NA,NA
asc,NCT00472199,(Intercept),4.25E-01,1.19E-01,3.55588134,4.29E-04
asc,NCT00472199,age10,-1.20E-02,1.99E-02,-0.602684172,0.547110217
asc,NCT00472199,male,-8.11E-02,5.11E-02,-1.586530819,0.113524531
asc,NCT00472199,como_ct,-1.35E-02,2.42E-02,-0.558298959,0.576998242
asc,NCT02175355,(Intercept),9.89E-02,1.21E-01,0.81835087,0.413563782
asc,NCT02175355,age10,1.42E-03,1.75E-02,0.081171285,0.93533964
asc,NCT02175355,male,6.92E-02,3.34E-02,2.071969394,0.038802864
asc,NCT02175355,como_ct,1.10E-02,2.40E-02,0.459200088,0.646298801
asc,NCT02177396,(Intercept),0.00E+00,0.00E+00,NA,NA
asc,NCT02177396,age10,0.00E+00,0.00E+00,NA,NA
asc,NCT02177396,male,0.00E+00,0.00E+00,NA,NA
asc,NCT02177396,como_ct,0.00E+00,0.00E+00,NA,NA
asc,NCT00274612,(Intercept),5.43E-02,1.05E-01,0.51741949,0.60502589
asc,NCT00274612,age10,8.55E-02,1.64E-02,5.196544672,2.66E-07
asc,NCT00274612,male,-1.75E-01,3.63E-02,-4.821221182,1.75E-06
asc,NCT00274612,como_ct,-1.11E-02,2.66E-02,-0.41852264,0.675692681
