model,nct_id,term,estimate,std.error,statistic,p.value
asce_int,NCT00466167,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00466167,male:other,  NA,  NA,NA,NA
asce_int,NCT00402233,(Intercept),0.00E+00,0.00E+00,NA,NA
asce_int,NCT00402233,age10,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00402233,como_ct,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00402233,male,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00402233,asian,  NA,  NA,NA,NA
asce_int,NCT00402233,black,  NA,  NA,NA,NA
asce_int,NCT00402233,nativ,  NA,  NA,NA,NA
asce_int,NCT00402233,other,  NA,  NA,NA,NA
asce_int,NCT00402233,male:asian,  NA,  NA,NA,NA
asce_int,NCT00402233,male:black,  NA,  NA,NA,NA
asce_int,NCT00402233,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00402233,male:other,  NA,  NA,NA,NA
asce_int,NCT02183064,(Intercept),0.00E+00,0.00E+00,NA,NA
asce_int,NCT02183064,age10,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02183064,como_ct,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02183064,male,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02183064,asian,  NA,  NA,NA,NA
asce_int,NCT02183064,black,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02183064,nativ,  NA,  NA,NA,NA
asce_int,NCT02183064,other,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02183064,male:asian,  NA,  NA,NA,NA
asce_int,NCT02183064,male:black,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02183064,male:nativ,  NA,  NA,NA,NA
asce_int,NCT02183064,male:other,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00472199,(Intercept),4.25E-01,1.19E-01,3.55588134,4.29E-04
asce_int,NCT00472199,age10,-1.20E-02,1.99E-02,-0.602684172,0.547110217
asce_int,NCT00472199,como_ct,-1.35E-02,2.42E-02,-0.558298959,0.576998242
asce_int,NCT00472199,male,-8.11E-02,5.11E-02,-1.586530819,0.113524531
asce_int,NCT00472199,asian,  NA,  NA,NA,NA
asce_int,NCT00472199,black,  NA,  NA,NA,NA
asce_int,NCT00472199,nativ,  NA,  NA,NA,NA
asce_int,NCT00472199,other,  NA,  NA,NA,NA
asce_int,NCT00472199,male:asian,  NA,  NA,NA,NA
asce_int,NCT00472199,male:black,  NA,  NA,NA,NA
asce_int,NCT00472199,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00472199,male:other,  NA,  NA,NA,NA
asce_int,NCT02175355,(Intercept),9.93E-02,1.22E-01,0.814800143,0.415595043
asce_int,NCT02175355,age10,7.32E-04,1.76E-02,0.041566408,0.966861819
asce_int,NCT02175355,como_ct,1.27E-02,2.40E-02,0.527729676,0.597933394
asce_int,NCT02175355,male,6.61E-02,3.38E-02,1.955255445,0.051138915
asce_int,NCT02175355,asian,  NA,  NA,NA,NA
asce_int,NCT02175355,black,-1.16E-01,3.60E-01,-0.322524154,0.747197553
asce_int,NCT02175355,nativ,  NA,  NA,NA,NA
asce_int,NCT02175355,other,2.13E-01,2.08E-01,1.021707449,0.307439453
asce_int,NCT02175355,male:asian,  NA,  NA,NA,NA
asce_int,NCT02175355,male:black,-6.57E-02,5.08E-01,-0.129348989,0.897136262
asce_int,NCT02175355,male:nativ,  NA,  NA,NA,NA
asce_int,NCT02175355,male:other,4.34E-03,2.64E-01,0.016411551,0.986912956
asce_int,NCT02177396,(Intercept),0.00E+00,0.00E+00,NA,NA
asce_int,NCT02177396,age10,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02177396,como_ct,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02177396,male,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02177396,asian,  NA,  NA,NA,NA
asce_int,NCT02177396,black,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02177396,nativ,  NA,  NA,NA,NA
asce_int,NCT02177396,other,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02177396,male:asian,  NA,  NA,NA,NA
asce_int,NCT02177396,male:black,0.00E+00,0.00E+00,NA,NA
asce_int,NCT02177396,male:nativ,  NA,  NA,NA,NA
asce_int,NCT02177396,male:other,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00274612,(Intercept),5.43E-02,1.05E-01,0.51741949,0.60502589
asce_int,NCT00274612,age10,8.55E-02,1.64E-02,5.196544672,2.66E-07
asce_int,NCT00274612,como_ct,-1.11E-02,2.66E-02,-0.41852264,0.675692681
asce_int,NCT00274612,male,-1.75E-01,3.63E-02,-4.821221182,1.75E-06
asce_int,NCT00274612,asian,  NA,  NA,NA,NA
asce_int,NCT00274612,black,  NA,  NA,NA,NA
asce_int,NCT00274612,nativ,  NA,  NA,NA,NA
asce_int,NCT00274612,other,  NA,  NA,NA,NA
asce_int,NCT00274612,male:asian,  NA,  NA,NA,NA
asce_int,NCT00274612,male:black,  NA,  NA,NA,NA
asce_int,NCT00274612,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00274612,male:other,  NA,  NA,NA,NA
asce_int,NCT00274599,(Intercept),4.07E-01,8.38E-02,4.850874284,1.42E-06
asce_int,NCT00274599,age10,4.92E-02,1.36E-02,3.610558195,3.20E-04
asce_int,NCT00274599,como_ct,-2.14E-02,2.10E-02,-1.020316317,0.307816437
asce_int,NCT00274599,male,-1.90E-01,3.22E-02,-5.887634707,5.29E-09
asce_int,NCT00274599,asian,  NA,  NA,NA,NA
asce_int,NCT00274599,black,-2.13E-01,7.70E-02,-2.76754928,0.005748477
asce_int,NCT00274599,nativ,  NA,  NA,NA,NA
asce_int,NCT00274599,other,-2.73E-01,1.74E-01,-1.563845594,0.11815893
asce_int,NCT00274599,male:asian,  NA,  NA,NA,NA
asce_int,NCT00274599,male:black,2.23E-01,1.18E-01,1.892549442,0.058696115
asce_int,NCT00274599,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00274599,male:other,1.18E-01,2.34E-01,0.504557997,0.61397651
asce_int,NCT00153088,(Intercept),7.45E-01,1.15E-01,6.488028153,1.31E-10
asce_int,NCT00153088,age10,-1.60E-03,1.77E-02,-0.090682989,0.92776079
asce_int,NCT00153088,como_ct,-1.16E-02,1.67E-02,-0.693091991,0.488396292
asce_int,NCT00153088,male,-9.54E-02,3.00E-02,-3.184014386,0.001492728
asce_int,NCT00153088,asian,  NA,  NA,NA,NA
asce_int,NCT00153088,black,  NA,  NA,NA,NA
asce_int,NCT00153088,nativ,  NA,  NA,NA,NA
asce_int,NCT00153088,other,  NA,  NA,NA,NA
asce_int,NCT00153088,male:asian,  NA,  NA,NA,NA
asce_int,NCT00153088,male:black,  NA,  NA,NA,NA
asce_int,NCT00153088,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00153088,male:other,  NA,  NA,NA,NA
asce_int,NCT00926289,(Intercept),4.51E-01,1.32E-01,3.410067761,7.43E-04
asce_int,NCT00926289,age10,-3.02E-02,2.01E-02,-1.502566028,0.134054316
asce_int,NCT00926289,como_ct,-5.07E-02,2.82E-02,-1.798986135,0.073075023
asce_int,NCT00926289,male,-6.07E-02,5.35E-02,-1.134534759,0.257520294
asce_int,NCT00926289,asian,8.13E-02,1.23E-01,0.659097796,0.510363281
asce_int,NCT00926289,black,-4.43E-02,7.63E-02,-0.580408916,0.562095912
asce_int,NCT00926289,nativ,  NA,  NA,NA,NA
asce_int,NCT00926289,other,-1.62E-01,3.70E-01,-0.438463104,0.661381623
asce_int,NCT00926289,male:asian,-1.96E-01,1.54E-01,-1.273789248,0.203772305
asce_int,NCT00926289,male:black,9.97E-02,1.02E-01,0.98042477,0.327705104
asce_int,NCT00926289,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00926289,male:other,  NA,  NA,NA,NA
asce_int,NCT02242318,(Intercept),3.70E-01,1.53E-01,2.420212655,0.016049394
asce_int,NCT02242318,age10,6.54E-02,2.48E-02,2.636123919,0.008780953
asce_int,NCT02242318,como_ct,-1.13E-01,4.00E-02,-2.824447934,0.005023346
asce_int,NCT02242318,male,-1.73E-01,5.35E-02,-3.232177182,0.0013521
asce_int,NCT02242318,asian,  NA,  NA,NA,NA
asce_int,NCT02242318,black,-2.83E-01,2.24E-01,-1.263947029,0.207138427
asce_int,NCT02242318,nativ,  NA,  NA,NA,NA
asce_int,NCT02242318,other,  NA,  NA,NA,NA
asce_int,NCT02242318,male:asian,  NA,  NA,NA,NA
asce_int,NCT02242318,male:black,  NA,  NA,NA,NA
asce_int,NCT02242318,male:nativ,  NA,  NA,NA,NA
asce_int,NCT02242318,male:other,  NA,  NA,NA,NA
asce_int,NCT00153023,(Intercept),1.90E-01,8.27E-02,2.291485609,0.022116565
asce_int,NCT00153023,age10,6.93E-02,1.27E-02,5.462328125,5.76E-08
asce_int,NCT00153023,como_ct,-1.56E-01,9.88E-03,-15.76892417,7.75E-51
asce_int,NCT00153023,male,3.04E-03,2.63E-02,0.115574748,0.908009877
asce_int,NCT00153023,asian,  NA,  NA,NA,NA
asce_int,NCT00153023,black,4.61E-02,1.17E-01,0.392849436,0.694503942
asce_int,NCT00153023,nativ,  NA,  NA,NA,NA
asce_int,NCT00153023,other,2.20E-02,4.83E-02,0.455811277,0.648612276
asce_int,NCT00153023,male:asian,  NA,  NA,NA,NA
asce_int,NCT00153023,male:black,2.35E-01,1.50E-01,1.569573488,0.116791143
asce_int,NCT00153023,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00153023,male:other,-1.17E-02,6.01E-02,-0.194724029,0.845643604
asce_int,NCT00034840,(Intercept),5.63E-01,1.41E-01,3.994299492,7.63E-05
asce_int,NCT00034840,age10,1.63E-02,2.32E-02,0.703218777,0.482298222
asce_int,NCT00034840,como_ct,-2.68E-02,3.16E-02,-0.847420399,0.397230072
asce_int,NCT00034840,male,-3.09E-01,4.98E-02,-6.196760993,1.35E-09
asce_int,NCT00034840,asian,  NA,  NA,NA,NA
asce_int,NCT00034840,black,-2.05E-01,1.43E-01,-1.431624439,0.152974394
asce_int,NCT00034840,nativ,  NA,  NA,NA,NA
asce_int,NCT00034840,other,-3.64E-01,2.41E-01,-1.510054566,0.131760556
asce_int,NCT00034840,male:asian,  NA,  NA,NA,NA
asce_int,NCT00034840,male:black,2.28E-01,2.00E-01,1.140665558,0.254641086
asce_int,NCT00034840,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00034840,male:other,3.34E-01,3.02E-01,1.108029831,0.268465451
asce_int,NCT00168857,(Intercept),4.29E-01,8.06E-02,5.324015285,1.23E-07
asce_int,NCT00168857,age10,2.08E-02,1.22E-02,1.704391838,0.088592894
asce_int,NCT00168857,como_ct,-1.03E-01,8.42E-03,-12.28177058,1.45E-32
asce_int,NCT00168857,male,-4.38E-03,3.61E-02,-0.121107001,0.903628605
asce_int,NCT00168857,asian,  NA,  NA,NA,NA
asce_int,NCT00168857,black,9.23E-02,5.36E-02,1.721736301,0.085401014
asce_int,NCT00168857,nativ,  NA,  NA,NA,NA
asce_int,NCT00168857,other,-1.19E-01,4.15E-02,-2.862842603,0.004278977
asce_int,NCT00168857,male:asian,  NA,  NA,NA,NA
asce_int,NCT00168857,male:black,-2.66E-02,7.21E-02,-0.368912004,0.71226496
asce_int,NCT00168857,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00168857,male:other,-2.52E-02,5.25E-02,-0.479730837,0.631515042
asce_int,NCT01719003,(Intercept),0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,age10,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,como_ct,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,male,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,asian,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,black,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,nativ,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,other,  NA,  NA,NA,NA
asce_int,NCT01719003,male:asian,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,male:black,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,male:nativ,0.00E+00,0.00E+00,NA,NA
asce_int,NCT01719003,male:other,  NA,  NA,NA,NA
asce_int,NCT02177344,(Intercept),2.50E-01,1.18E-01,2.115468222,0.034770414
asce_int,NCT02177344,age10,-2.49E-03,1.73E-02,-0.143674539,0.885802076
asce_int,NCT02177344,como_ct,3.65E-03,1.51E-02,0.241313795,0.809388139
asce_int,NCT02177344,male,-1.21E-02,3.42E-02,-0.355058948,0.722660784
asce_int,NCT02177344,asian,  NA,  NA,NA,NA
asce_int,NCT02177344,black,-2.36E-01,3.02E-01,-0.78071226,0.43525641
asce_int,NCT02177344,nativ,  NA,  NA,NA,NA
asce_int,NCT02177344,other,-2.47E-01,4.26E-01,-0.579794538,0.562254396
asce_int,NCT02177344,male:asian,  NA,  NA,NA,NA
asce_int,NCT02177344,male:black,5.10E-01,4.26E-01,1.196262189,0.232031104
asce_int,NCT02177344,male:nativ,  NA,  NA,NA,NA
asce_int,NCT02177344,male:other,1.36E-02,4.92E-01,0.027619273,0.9779743
asce_int,NCT00856284,(Intercept),0.00E+00,0.00E+00,NA,NA
asce_int,NCT00856284,age10,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00856284,como_ct,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00856284,male,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00856284,asian,  NA,  NA,NA,NA
asce_int,NCT00856284,black,  NA,  NA,NA,NA
asce_int,NCT00856284,nativ,  NA,  NA,NA,NA
asce_int,NCT00856284,other,  NA,  NA,NA,NA
asce_int,NCT00856284,male:asian,  NA,  NA,NA,NA
asce_int,NCT00856284,male:black,  NA,  NA,NA,NA
asce_int,NCT00856284,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00856284,male:other,  NA,  NA,NA,NA
asce_int,NCT00968708,(Intercept),1.21E-01,2.32E-02,5.218592518,1.87E-07
asce_int,NCT00968708,age10,1.11E-03,3.47E-03,0.320174621,0.748848044
asce_int,NCT00968708,como_ct,-2.25E-02,2.84E-03,-7.943014811,2.37E-15
asce_int,NCT00968708,male,-1.46E-02,7.34E-03,-1.992353527,0.04638131
asce_int,NCT00968708,asian,  NA,  NA,NA,NA
asce_int,NCT00968708,black,  NA,  NA,NA,NA
asce_int,NCT00968708,nativ,  NA,  NA,NA,NA
asce_int,NCT00968708,other,  NA,  NA,NA,NA
asce_int,NCT00968708,male:asian,  NA,  NA,NA,NA
asce_int,NCT00968708,male:black,  NA,  NA,NA,NA
asce_int,NCT00968708,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00968708,male:other,  NA,  NA,NA,NA
asce_int,NCT00670501,(Intercept),2.42E-01,9.20E-02,2.626479267,0.00867747
asce_int,NCT00670501,age10,3.65E-02,1.33E-02,2.756391178,0.005884703
asce_int,NCT00670501,como_ct,-5.62E-02,8.43E-03,-6.66795854,3.15E-11
asce_int,NCT00670501,male,  NA,  NA,NA,NA
asce_int,NCT00670501,asian,  NA,  NA,NA,NA
asce_int,NCT00670501,black,  NA,  NA,NA,NA
asce_int,NCT00670501,nativ,  NA,  NA,NA,NA
asce_int,NCT00670501,other,2.26E-01,5.96E-02,3.788263344,1.55E-04
asce_int,NCT00670501,male:asian,  NA,  NA,NA,NA
asce_int,NCT00670501,male:black,  NA,  NA,NA,NA
asce_int,NCT00670501,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00670501,male:other,  NA,  NA,NA,NA
asce_int,NCT00051558,(Intercept),-1.64E-02,1.13E-02,-1.452693549,0.147057313
asce_int,NCT00051558,age10,7.50E-04,1.77E-03,0.424029191,0.671762134
asce_int,NCT00051558,como_ct,5.81E-03,1.82E-03,3.203822254,0.001459786
asce_int,NCT00051558,male,-7.41E-03,6.94E-03,-1.0681051,0.28608809
asce_int,NCT00051558,asian,-1.22E-02,3.43E-02,-0.356382408,0.721733587
asce_int,NCT00051558,black,-2.55E-03,1.10E-02,-0.230904681,0.81750156
asce_int,NCT00051558,nativ,  NA,  NA,NA,NA
asce_int,NCT00051558,other,-1.15E-03,6.23E-03,-0.183955886,0.854137054
asce_int,NCT00051558,male:asian,2.63E-02,5.98E-02,0.440339491,0.659918314
asce_int,NCT00051558,male:black,6.46E-03,2.12E-02,0.304517896,0.760884548
asce_int,NCT00051558,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00051558,male:other,6.22E-03,1.61E-02,0.387260454,0.698760026
asce_int,NCT00125918,(Intercept),0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,age10,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,como_ct,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,male,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,asian,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,black,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,nativ,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,other,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,male:asian,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,male:black,0.00E+00,0.00E+00,NA,NA
asce_int,NCT00125918,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00125918,male:other,  NA,  NA,NA,NA
asce_int,NCT00861757,(Intercept),-5.22E-02,6.95E-02,-0.750991528,0.453120123
asce_int,NCT00861757,age10,1.45E-02,1.08E-02,1.346125743,0.179060244
asce_int,NCT00861757,como_ct,-9.50E-03,9.38E-03,-1.013248744,0.311582706
asce_int,NCT00861757,male,  NA,  NA,NA,NA
asce_int,NCT00861757,asian,  NA,  NA,NA,NA
asce_int,NCT00861757,black,  NA,  NA,NA,NA
asce_int,NCT00861757,nativ,  NA,  NA,NA,NA
asce_int,NCT00861757,other,  NA,  NA,NA,NA
asce_int,NCT00861757,male:asian,  NA,  NA,NA,NA
asce_int,NCT00861757,male:black,  NA,  NA,NA,NA
asce_int,NCT00861757,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00861757,male:other,  NA,  NA,NA,NA
asce_int,NCT00384930,(Intercept),2.05E-02,2.44E-02,0.840377842,0.401324033
asce_int,NCT00384930,age10,-1.76E-03,3.77E-03,-0.46753636,0.640434408
asce_int,NCT00384930,como_ct,-2.92E-03,2.99E-03,-0.977983364,0.328821316
asce_int,NCT00384930,male,  NA,  NA,NA,NA
asce_int,NCT00384930,asian,-1.08E-03,3.24E-02,-0.033244479,0.973500355
asce_int,NCT00384930,black,-3.05E-03,1.88E-02,-0.161820648,0.871549217
asce_int,NCT00384930,nativ,  NA,  NA,NA,NA
asce_int,NCT00384930,other,-6.03E-03,1.60E-02,-0.376040192,0.707136193
asce_int,NCT00384930,male:asian,  NA,  NA,NA,NA
asce_int,NCT00384930,male:black,  NA,  NA,NA,NA
asce_int,NCT00384930,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00384930,male:other,  NA,  NA,NA,NA
asce_int,NCT00827242,(Intercept),1.89E-02,9.17E-02,0.205596626,0.837597612
asce_int,NCT00827242,age10,5.33E-04,1.26E-02,0.042126444,0.966496699
asce_int,NCT00827242,como_ct,-8.77E-03,2.32E-02,-0.378442738,0.706045275
asce_int,NCT00827242,male,  NA,  NA,NA,NA
asce_int,NCT00827242,asian,-1.30E-02,1.09E-01,-0.118882522,0.905648941
asce_int,NCT00827242,black,-6.79E-03,5.65E-02,-0.120145454,0.904651459
asce_int,NCT00827242,nativ,-4.76E-03,1.10E-01,-0.043297847,0.965565658
asce_int,NCT00827242,other,  NA,  NA,NA,NA
asce_int,NCT00827242,male:asian,  NA,  NA,NA,NA
asce_int,NCT00827242,male:black,  NA,  NA,NA,NA
asce_int,NCT00827242,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00827242,male:other,  NA,  NA,NA,NA
asce_int,NCT00855582,(Intercept),2.91E-01,1.44E-01,2.024336664,0.043529691
asce_int,NCT00855582,age10,-2.19E-02,2.19E-02,-1.002660828,0.316566992
asce_int,NCT00855582,como_ct,1.74E-02,1.90E-02,0.915595341,0.360372838
asce_int,NCT00855582,male,  NA,  NA,NA,NA
asce_int,NCT00855582,asian,-8.58E-02,1.18E-01,-0.726462711,0.467935391
asce_int,NCT00855582,black,4.96E-02,8.66E-02,0.572645898,0.56717239
asce_int,NCT00855582,nativ,  NA,  NA,NA,NA
asce_int,NCT00855582,other,-1.93E-01,2.24E-01,-0.862534538,0.388855944
asce_int,NCT00855582,male:asian,  NA,  NA,NA,NA
asce_int,NCT00855582,male:black,  NA,  NA,NA,NA
asce_int,NCT00855582,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00855582,male:other,  NA,  NA,NA,NA
asce_int,NCT00848081,(Intercept),1.55E-01,1.14E-01,1.364202944,0.173474504
asce_int,NCT00848081,age10,-1.27E-02,1.65E-02,-0.768836919,0.442564363
asce_int,NCT00848081,como_ct,5.61E-04,1.21E-02,0.046389858,0.963028823
asce_int,NCT00848081,male,  NA,  NA,NA,NA
asce_int,NCT00848081,asian,2.55E-01,1.53E-01,1.664604786,0.096982804
asce_int,NCT00848081,black,1.90E-02,4.95E-02,0.383997433,0.701238602
asce_int,NCT00848081,nativ,-7.75E-02,2.64E-01,-0.293465322,0.769359141
asce_int,NCT00848081,other,-7.12E-02,1.53E-01,-0.465186596,0.642118241
asce_int,NCT00848081,male:asian,  NA,  NA,NA,NA
asce_int,NCT00848081,male:black,  NA,  NA,NA,NA
asce_int,NCT00848081,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00848081,male:other,  NA,  NA,NA,NA
asce_int,NCT00970632,(Intercept),1.81E-03,1.06E-01,0.016983309,0.986460417
asce_int,NCT00970632,age10,6.21E-03,1.57E-02,0.395300143,0.692882332
asce_int,NCT00970632,como_ct,6.75E-03,1.48E-02,0.454922855,0.649470349
asce_int,NCT00970632,male,  NA,  NA,NA,NA
asce_int,NCT00970632,asian,  NA,  NA,NA,NA
asce_int,NCT00970632,black,  NA,  NA,NA,NA
asce_int,NCT00970632,nativ,7.06E-03,3.55E-02,0.199173418,0.842252411
asce_int,NCT00970632,other,  NA,  NA,NA,NA
asce_int,NCT00970632,male:asian,  NA,  NA,NA,NA
asce_int,NCT00970632,male:black,  NA,  NA,NA,NA
asce_int,NCT00970632,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00970632,male:other,  NA,  NA,NA,NA
asce_int,NCT00734474,(Intercept),6.04E-03,3.71E-02,0.162754462,0.870746744
asce_int,NCT00734474,age10,3.70E-03,6.04E-03,0.61302026,0.540011229
asce_int,NCT00734474,como_ct,-1.82E-03,5.55E-03,-0.326990556,0.743747827
asce_int,NCT00734474,male,8.62E-03,1.51E-02,0.571958717,0.567486691
asce_int,NCT00734474,asian,-2.30E-02,1.96E-02,-1.17106384,0.241869886
asce_int,NCT00734474,black,7.81E-02,3.37E-02,2.319387336,0.020587577
asce_int,NCT00734474,nativ,-3.21E-02,1.75E-01,-0.183601664,0.854365553
asce_int,NCT00734474,other,4.39E-02,1.95E-02,2.249661684,0.024701109
asce_int,NCT00734474,male:asian,-8.31E-03,3.04E-02,-0.273355513,0.784639993
asce_int,NCT00734474,male:black,-4.74E-02,5.60E-02,-0.846634013,0.397414633
asce_int,NCT00734474,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00734474,male:other,-2.51E-02,3.14E-02,-0.800270942,0.423756035
asce_int,NCT01064687,(Intercept),1.99E-01,6.06E-02,3.278975833,0.001080632
asce_int,NCT01064687,age10,-1.17E-02,9.94E-03,-1.180045055,0.23828502
asce_int,NCT01064687,como_ct,-1.55E-02,8.57E-03,-1.808143427,0.070908154
asce_int,NCT01064687,male,-2.93E-02,2.18E-02,-1.342269411,0.179837289
asce_int,NCT01064687,asian,-1.11E-01,1.44E-01,-0.769564634,0.441754235
asce_int,NCT01064687,black,1.39E-01,4.55E-02,3.049466582,0.002357621
asce_int,NCT01064687,nativ,5.37E-02,4.14E-02,1.295629396,0.195425719
asce_int,NCT01064687,other,-1.29E-01,1.67E-01,-0.772963946,0.43974076
asce_int,NCT01064687,male:asian,2.62E-02,1.60E-01,0.163496928,0.870162829
asce_int,NCT01064687,male:black,-6.25E-02,6.60E-02,-0.94684345,0.343965301
asce_int,NCT01064687,male:nativ,-1.06E-01,6.51E-02,-1.632367684,0.102941664
asce_int,NCT01064687,male:other,1.45E-01,1.88E-01,0.771721367,0.44047615
asce_int,NCT01075282,(Intercept),2.41E-02,5.19E-02,0.463232342,0.643349398
asce_int,NCT01075282,age10,-5.51E-03,8.59E-03,-0.641486901,0.521427421
asce_int,NCT01075282,como_ct,1.11E-02,8.20E-03,1.346869951,0.178480931
asce_int,NCT01075282,male,3.48E-02,1.72E-02,2.020116222,0.043771798
asce_int,NCT01075282,asian,2.24E-02,2.89E-02,0.774842263,0.438708289
asce_int,NCT01075282,black,-2.28E-02,9.64E-02,-0.236011506,0.813496411
asce_int,NCT01075282,nativ,4.49E-02,3.44E-02,1.306142437,0.191955722
asce_int,NCT01075282,other,-2.05E-02,8.65E-02,-0.23655296,0.813076461
asce_int,NCT01075282,male:asian,-1.06E-02,4.05E-02,-0.260473636,0.794579082
asce_int,NCT01075282,male:black,  NA,  NA,NA,NA
asce_int,NCT01075282,male:nativ,1.21E-01,5.67E-02,2.137624118,0.032911275
asce_int,NCT01075282,male:other,-4.20E-02,1.61E-01,-0.261619807,0.793695581
asce_int,NCT01126580,(Intercept),3.01E-03,4.56E-02,0.065845145,0.947522136
asce_int,NCT01126580,age10,7.00E-03,7.52E-03,0.930979374,0.352223118
asce_int,NCT01126580,como_ct,-1.62E-03,7.22E-03,-0.223919517,0.822892987
asce_int,NCT01126580,male,-1.28E-02,1.67E-02,-0.766380063,0.443739086
asce_int,NCT01126580,asian,-3.49E-02,4.77E-02,-0.731956053,0.464469321
asce_int,NCT01126580,black,2.78E-02,3.48E-02,0.798992263,0.424597935
asce_int,NCT01126580,nativ,-3.65E-02,3.74E-02,-0.975407976,0.329734697
asce_int,NCT01126580,other,1.07E-01,7.03E-02,1.520513474,0.128886886
asce_int,NCT01126580,male:asian,1.16E-02,6.44E-02,0.180486226,0.85682928
asce_int,NCT01126580,male:black,-5.41E-02,6.13E-02,-0.881461001,0.378406663
asce_int,NCT01126580,male:nativ,1.36E-02,6.41E-02,0.212074005,0.83211833
asce_int,NCT01126580,male:other,3.67E-01,1.16E-01,3.160044125,0.001653534
asce_int,NCT01769378,(Intercept),5.32E-02,6.13E-02,0.867886905,0.386451667
asce_int,NCT01769378,age10,-1.27E-03,1.01E-02,-0.124888376,0.900731961
asce_int,NCT01769378,como_ct,-1.84E-02,1.09E-02,-1.678689499,0.094707049
asce_int,NCT01769378,male,-1.59E-02,1.93E-02,-0.823164584,0.411352662
asce_int,NCT01769378,asian,-1.13E-02,6.62E-02,-0.171253812,0.864189885
asce_int,NCT01769378,black,-9.33E-03,5.42E-02,-0.172106352,0.863520456
asce_int,NCT01769378,nativ,-2.60E-02,4.50E-02,-0.57795263,0.563918273
asce_int,NCT01769378,other,-1.36E-02,6.53E-02,-0.20747457,0.835841267
asce_int,NCT01769378,male:asian,  NA,  NA,NA,NA
asce_int,NCT01769378,male:black,3.56E-01,9.28E-02,3.834154602,1.67E-04
asce_int,NCT01769378,male:nativ,1.63E-01,6.76E-02,2.405402204,0.017025802
asce_int,NCT01769378,male:other,1.55E-03,1.45E-01,0.010710104,0.991464953
