model,nct_id,term,estimate,std.error,statistic,p.value
asce_int,NCT00734474,black,9.45E-02,3.48E-02,2.714921281,0.006721228
asce_int,NCT00734474,nativ,-3.30E-02,1.92E-01,-0.171910987,0.863535582
asce_int,NCT00734474,other,2.04E-02,1.90E-02,1.072006686,0.283925788
asce_int,NCT00734474,male:asian,-7.56E-03,2.74E-02,-0.27560225,0.782899538
asce_int,NCT00734474,male:black,-4.45E-02,5.47E-02,-0.813904104,0.415856279
asce_int,NCT00734474,male:nativ,  NA,  NA,NA,NA
asce_int,NCT00734474,male:other,-3.15E-02,2.88E-02,-1.094006048,0.274164965
asce_int,NCT01064687,(Intercept),2.78E-01,6.22E-02,4.470846375,8.57E-06
asce_int,NCT01064687,age10,6.96E-03,1.06E-02,0.659304174,0.509833268
asce_int,NCT01064687,como_ct,-7.46E-02,8.17E-03,-9.129306727,3.04E-19
asce_int,NCT01064687,male,-6.71E-02,2.44E-02,-2.756948951,0.005927224
asce_int,NCT01064687,asian,-1.09E-01,1.32E-01,-0.827167271,0.40831491
asce_int,NCT01064687,black,1.27E-01,4.88E-02,2.60378828,0.009339472
asce_int,NCT01064687,nativ,-3.07E-02,4.07E-02,-0.753316416,0.451414932
asce_int,NCT01064687,other,-1.80E-01,2.01E-01,-0.894596245,0.371191297
asce_int,NCT01064687,male:asian,1.19E-02,1.54E-01,0.076712652,0.938865565
asce_int,NCT01064687,male:black,4.87E-03,7.10E-02,0.068509799,0.945391802
asce_int,NCT01064687,male:nativ,9.59E-03,5.92E-02,0.162102122,0.871254085
asce_int,NCT01064687,male:other,1.58E-01,2.24E-01,0.702970062,0.482217557
asce_int,NCT01075282,(Intercept),1.03E-01,5.89E-02,1.748005009,0.080809145
asce_int,NCT01075282,age10,-2.89E-03,9.93E-03,-0.291256889,0.77092295
asce_int,NCT01075282,como_ct,-3.08E-02,8.53E-03,-3.613821739,3.19E-04
asce_int,NCT01075282,male,3.39E-02,2.15E-02,1.574125514,0.115815027
asce_int,NCT01075282,asian,1.16E-02,3.42E-02,0.340321467,0.733695032
asce_int,NCT01075282,black,-1.07E-02,1.32E-01,-0.080537665,0.935827808
asce_int,NCT01075282,nativ,1.05E-01,3.59E-02,2.924067017,0.003542829
asce_int,NCT01075282,other,-2.05E-02,1.19E-01,-0.172225718,0.863299367
asce_int,NCT01075282,male:asian,-1.68E-02,4.57E-02,-0.367102909,0.71362982
asce_int,NCT01075282,male:black,  NA,  NA,NA,NA
asce_int,NCT01075282,male:nativ,-5.18E-03,5.61E-02,-0.092291879,0.92648698
asce_int,NCT01075282,male:other,-2.67E-02,2.21E-01,-0.120869953,0.903821415
asce_int,NCT01126580,(Intercept),8.69E-02,5.89E-02,1.476025402,0.140287623
asce_int,NCT01126580,age10,2.59E-02,1.01E-02,2.561632386,0.010580408
asce_int,NCT01126580,como_ct,-8.08E-02,8.78E-03,-9.201633691,2.41E-19
asce_int,NCT01126580,male,-5.63E-03,2.36E-02,-0.238761002,0.811345387
asce_int,NCT01126580,asian,4.43E-03,5.72E-02,0.077457931,0.938276511
asce_int,NCT01126580,black,2.33E-02,5.29E-02,0.441142628,0.659215933
asce_int,NCT01126580,nativ,-1.11E-01,4.39E-02,-2.516676288,0.012019998
asce_int,NCT01126580,other,1.88E-01,1.08E-01,1.740654624,0.082086655
asce_int,NCT01126580,male:asian,-1.29E-01,7.76E-02,-1.662293414,0.096802944
asce_int,NCT01126580,male:black,1.78E-02,8.12E-02,0.219607876,0.826226465
asce_int,NCT01126580,male:nativ,-6.22E-03,7.05E-02,-0.088251158,0.929696734
asce_int,NCT01126580,male:other,2.28E-01,1.87E-01,1.223034176,0.221637646
asce_int,NCT01769378,(Intercept),6.40E-02,5.75E-02,1.113980052,0.266188437
asce_int,NCT01769378,age10,-4.59E-03,1.02E-02,-0.451473296,0.651977957
asce_int,NCT01769378,como_ct,-1.46E-02,1.02E-02,-1.430179408,0.153716689
asce_int,NCT01769378,male,6.36E-03,2.02E-02,0.31531659,0.752742726
asce_int,NCT01769378,asian,-3.33E-02,7.28E-02,-0.456539719,0.648335607
asce_int,NCT01769378,black,-1.41E-02,6.21E-02,-0.226636762,0.82086211
asce_int,NCT01769378,nativ,-2.47E-02,5.22E-02,-0.474129611,0.635755861
asce_int,NCT01769378,other,-1.12E-02,8.08E-02,-0.1380615,0.890285369
asce_int,NCT01769378,male:asian,  NA,  NA,NA,NA
asce_int,NCT01769378,male:black,1.91E-01,9.55E-02,1.998940654,0.046525817
asce_int,NCT01769378,male:nativ,4.66E-02,6.68E-02,0.697587425,0.485980978
asce_int,NCT01769378,male:other,-3.17E-02,1.15E-01,-0.275328903,0.78325501
