model,nct_id,rows,cols,values
asce_int,NCT02177396,black,male:black,-4.00E-03
asce_int,NCT02177396,other,male:black,-5.66E-04
asce_int,NCT02177396,(Intercept),male:other,1.18E-03
asce_int,NCT02177396,age10,male:other,-1.04E-04
asce_int,NCT02177396,como_ct,male:other,-8.33E-05
asce_int,NCT02177396,male,male:other,-1.02E-03
asce_int,NCT02177396,black,male:other,-6.17E-04
asce_int,NCT02177396,other,male:other,-3.61E-02
asce_int,NCT02177396,male:black,male:other,1.01E-03
asce_int,NCT00274612,(Intercept),age10,-6.37E-04
asce_int,NCT00274612,(Intercept),como_ct,-3.97E-05
asce_int,NCT00274612,age10,como_ct,-2.01E-05
asce_int,NCT00274612,(Intercept),male,-4.23E-04
asce_int,NCT00274612,age10,male,1.57E-05
asce_int,NCT00274612,como_ct,male,2.40E-05
asce_int,NCT00274599,(Intercept),age10,-5.54E-04
asce_int,NCT00274599,(Intercept),como_ct,-1.01E-04
asce_int,NCT00274599,age10,como_ct,-1.17E-05
asce_int,NCT00274599,(Intercept),male,-4.85E-04
asce_int,NCT00274599,age10,male,1.65E-05
asce_int,NCT00274599,como_ct,male,3.49E-05
asce_int,NCT00274599,(Intercept),black,-5.63E-04
asce_int,NCT00274599,age10,black,3.38E-05
asce_int,NCT00274599,como_ct,black,1.85E-05
asce_int,NCT00274599,male,black,3.70E-04
asce_int,NCT00274599,(Intercept),other,-4.60E-04
asce_int,NCT00274599,age10,other,1.19E-05
asce_int,NCT00274599,como_ct,other,3.53E-05
asce_int,NCT00274599,male,other,3.70E-04
asce_int,NCT00274599,black,other,3.69E-04
asce_int,NCT00274599,(Intercept),male:black,4.00E-04
asce_int,NCT00274599,age10,male:black,-4.91E-07
asce_int,NCT00274599,como_ct,male:black,-3.74E-05
asce_int,NCT00274599,male,male:black,-6.19E-04
asce_int,NCT00274599,black,male:black,-4.10E-03
asce_int,NCT00274599,other,male:black,-3.68E-04
asce_int,NCT00274599,(Intercept),male:other,3.91E-04
asce_int,NCT00274599,age10,male:other,-8.18E-06
asce_int,NCT00274599,como_ct,male:other,1.29E-05
asce_int,NCT00274599,male,male:other,-6.09E-04
asce_int,NCT00274599,black,male:other,-3.61E-04
asce_int,NCT00274599,other,male:other,-1.74E-02
asce_int,NCT00274599,male:black,male:other,6.08E-04
asce_int,NCT00153088,(Intercept),age10,-1.26E-03
asce_int,NCT00153088,(Intercept),como_ct,-2.34E-05
asce_int,NCT00153088,age10,como_ct,-2.66E-05
asce_int,NCT00153088,(Intercept),male,-5.66E-04
asce_int,NCT00153088,age10,male,1.14E-05
asce_int,NCT00153088,como_ct,male,3.93E-05
asce_int,NCT00926289,(Intercept),age10,-5.55E-04
asce_int,NCT00926289,(Intercept),como_ct,6.25E-05
asce_int,NCT00926289,age10,como_ct,-2.41E-05
asce_int,NCT00926289,(Intercept),male,-5.43E-04
asce_int,NCT00926289,age10,male,3.45E-05
asce_int,NCT00926289,como_ct,male,-8.71E-06
asce_int,NCT00926289,(Intercept),asian,-6.21E-04
asce_int,NCT00926289,age10,asian,4.36E-05
asce_int,NCT00926289,como_ct,asian,4.72E-05
asce_int,NCT00926289,male,asian,3.55E-04
asce_int,NCT00926289,(Intercept),black,-7.40E-04
asce_int,NCT00926289,age10,black,7.68E-05
asce_int,NCT00926289,como_ct,black,-1.53E-04
asce_int,NCT00926289,male,black,3.67E-04
asce_int,NCT00926289,asian,black,3.35E-04
asce_int,NCT00926289,(Intercept),other,-3.44E-04
asce_int,NCT00926289,age10,other,2.25E-05
asce_int,NCT00926289,como_ct,other,-3.22E-04
asce_int,NCT00926289,male,other,3.47E-04
asce_int,NCT00926289,asian,other,2.56E-04
asce_int,NCT00926289,black,other,5.70E-04
asce_int,NCT00926289,(Intercept),male:asian,3.68E-04
asce_int,NCT00926289,age10,male:asian,-4.09E-06
asce_int,NCT00926289,como_ct,male:asian,-1.19E-05
asce_int,NCT00926289,male,male:asian,-6.62E-04
asce_int,NCT00926289,asian,male:asian,-1.59E-03
asce_int,NCT00926289,black,male:asian,-3.33E-04
asce_int,NCT00926289,other,male:asian,-3.19E-04
asce_int,NCT00926289,(Intercept),male:black,5.29E-04
asce_int,NCT00926289,age10,male:black,-3.49E-05
asce_int,NCT00926289,como_ct,male:black,5.16E-05
asce_int,NCT00926289,male,male:black,-6.73E-04
asce_int,NCT00926289,asian,male:black,-3.43E-04
asce_int,NCT00926289,black,male:black,-2.57E-03
asce_int,NCT00926289,other,male:black,-4.15E-04
asce_int,NCT00926289,male:asian,male:black,6.59E-04
asce_int,NCT02242318,(Intercept),age10,-1.27E-03
asce_int,NCT02242318,(Intercept),como_ct,-1.15E-04
asce_int,NCT02242318,age10,como_ct,-2.52E-05
asce_int,NCT02242318,(Intercept),male,-7.80E-04
asce_int,NCT02242318,age10,male,3.45E-05
asce_int,NCT02242318,como_ct,male,2.50E-05
asce_int,NCT02242318,(Intercept),black,-2.39E-03
asce_int,NCT02242318,age10,black,3.48E-04
asce_int,NCT02242318,como_ct,black,-2.11E-04
asce_int,NCT02242318,male,black,6.13E-04
asce_int,NCT02242318,(Intercept),other,-2.53E-03
asce_int,NCT02242318,age10,other,3.27E-04
asce_int,NCT02242318,como_ct,other,2.19E-04
asce_int,NCT02242318,male,other,6.38E-04
asce_int,NCT02242318,black,other,9.64E-04
asce_int,NCT00153023,(Intercept),age10,-9.51E-04
asce_int,NCT00153023,(Intercept),como_ct,-1.23E-04
asce_int,NCT00153023,age10,como_ct,-1.50E-05
asce_int,NCT00153023,(Intercept),male,-4.80E-04
asce_int,NCT00153023,age10,male,1.22E-05
asce_int,NCT00153023,como_ct,male,-1.26E-05
asce_int,NCT00153023,(Intercept),black,-1.47E-03
asce_int,NCT00153023,age10,black,1.55E-04
asce_int,NCT00153023,como_ct,black,2.81E-05
asce_int,NCT00153023,male,black,4.40E-04
asce_int,NCT00153023,(Intercept),other,-6.71E-04
asce_int,NCT00153023,age10,other,4.65E-05
asce_int,NCT00153023,como_ct,other,-2.21E-05
asce_int,NCT00153023,male,other,4.39E-04
asce_int,NCT00153023,black,other,4.71E-04
asce_int,NCT00153023,(Intercept),male:black,4.76E-04
asce_int,NCT00153023,age10,male:black,-3.67E-05
asce_int,NCT00153023,como_ct,male:black,7.78E-05
asce_int,NCT00153023,male,male:black,-6.92E-04
asce_int,NCT00153023,black,male:black,-1.25E-02
asce_int,NCT00153023,other,male:black,-4.59E-04
asce_int,NCT00153023,(Intercept),male:other,5.81E-04
asce_int,NCT00153023,age10,male:other,-3.02E-05
asce_int,NCT00153023,como_ct,male:other,1.70E-05
asce_int,NCT00153023,male,male:other,-6.84E-04
asce_int,NCT00153023,black,male:other,-4.56E-04
asce_int,NCT00153023,other,male:other,-2.33E-03
asce_int,NCT00153023,male:black,male:other,6.99E-04
asce_int,NCT00034840,(Intercept),age10,-1.56E-03
asce_int,NCT00034840,(Intercept),como_ct,-1.80E-04
asce_int,NCT00034840,age10,como_ct,-2.95E-05
asce_int,NCT00034840,(Intercept),male,-1.15E-03
asce_int,NCT00034840,age10,male,1.90E-05
asce_int,NCT00034840,como_ct,male,8.58E-05
asce_int,NCT00034840,(Intercept),black,-1.16E-03
asce_int,NCT00034840,age10,black,1.02E-05
asce_int,NCT00034840,como_ct,black,1.46E-04
asce_int,NCT00034840,male,black,9.99E-04
asce_int,NCT00034840,(Intercept),other,-1.64E-03
asce_int,NCT00034840,age10,other,1.03E-04
asce_int,NCT00034840,como_ct,other,1.12E-04
asce_int,NCT00034840,male,other,9.99E-04
asce_int,NCT00034840,black,other,1.02E-03
asce_int,NCT00034840,(Intercept),male:black,3.58E-04
asce_int,NCT00034840,age10,male:black,1.14E-04
asce_int,NCT00034840,como_ct,male:black,-3.42E-05
asce_int,NCT00034840,male,male:black,-1.42E-03
asce_int,NCT00034840,black,male:black,-9.55E-03
asce_int,NCT00034840,other,male:black,-9.28E-04
asce_int,NCT00034840,(Intercept),male:other,1.37E-03
asce_int,NCT00034840,age10,male:other,-7.11E-05
asce_int,NCT00034840,como_ct,male:other,-9.17E-06
asce_int,NCT00034840,male,male:other,-1.43E-03
asce_int,NCT00034840,black,male:other,-9.71E-04
asce_int,NCT00034840,other,male:other,-3.00E-02
asce_int,NCT00034840,male:black,male:other,1.39E-03
asce_int,NCT00168857,(Intercept),age10,-6.70E-04
asce_int,NCT00168857,(Intercept),como_ct,-9.02E-05
asce_int,NCT00168857,age10,como_ct,-4.40E-06
asce_int,NCT00168857,(Intercept),male,-6.33E-04
asce_int,NCT00168857,age10,male,-2.74E-05
asce_int,NCT00168857,como_ct,male,-2.47E-06
asce_int,NCT00168857,(Intercept),black,-7.12E-04
asce_int,NCT00168857,age10,black,-1.70E-05
asce_int,NCT00168857,como_ct,black,4.84E-06
asce_int,NCT00168857,male,black,8.03E-04
asce_int,NCT00168857,(Intercept),other,-7.02E-04
asce_int,NCT00168857,age10,other,-2.51E-05
asce_int,NCT00168857,como_ct,other,1.95E-05
asce_int,NCT00168857,male,other,8.04E-04
asce_int,NCT00168857,black,other,8.05E-04
asce_int,NCT00168857,(Intercept),male:black,5.25E-04
asce_int,NCT00168857,age10,male:black,4.75E-05
asce_int,NCT00168857,como_ct,male:black,-1.36E-06
asce_int,NCT00168857,male,male:black,-1.16E-03
asce_int,NCT00168857,black,male:black,-2.48E-03
asce_int,NCT00168857,other,male:black,-8.09E-04
asce_int,NCT00168857,(Intercept),male:other,6.50E-04
asce_int,NCT00168857,age10,male:other,2.78E-05
asce_int,NCT00168857,como_ct,male:other,-5.33E-06
asce_int,NCT00168857,male,male:other,-1.15E-03
asce_int,NCT00168857,black,male:other,-8.04E-04
asce_int,NCT00168857,other,male:other,-1.47E-03
asce_int,NCT00168857,male:black,male:other,1.16E-03
asce_int,NCT01719003,(Intercept),age10,-3.28E-04
asce_int,NCT01719003,(Intercept),como_ct,-1.12E-05
asce_int,NCT01719003,age10,como_ct,-4.66E-06
asce_int,NCT01719003,(Intercept),male,-2.10E-04
asce_int,NCT01719003,age10,male,-5.37E-06
asce_int,NCT01719003,como_ct,male,-8.71E-06
asce_int,NCT01719003,(Intercept),asian,-4.16E-04
asce_int,NCT01719003,age10,asian,3.38E-05
asce_int,NCT01719003,como_ct,asian,-7.03E-05
asce_int,NCT01719003,male,asian,2.40E-04
asce_int,NCT01719003,(Intercept),black,-3.16E-04
asce_int,NCT01719003,age10,black,1.54E-05
asce_int,NCT01719003,como_ct,black,-6.85E-05
asce_int,NCT01719003,male,black,2.41E-04
asce_int,NCT01719003,asian,black,2.64E-04
asce_int,NCT01719003,(Intercept),nativ,-3.87E-04
asce_int,NCT01719003,age10,nativ,2.82E-05
asce_int,NCT01719003,como_ct,nativ,-5.44E-05
asce_int,NCT01719003,male,nativ,2.40E-04
asce_int,NCT01719003,asian,nativ,2.68E-04
asce_int,NCT01719003,black,nativ,2.59E-04
asce_int,NCT01719003,(Intercept),other,-9.26E-05
asce_int,NCT01719003,age10,other,-2.80E-05
asce_int,NCT01719003,como_ct,other,3.87E-05
asce_int,NCT01719003,male,other,2.42E-04
asce_int,NCT01719003,asian,other,2.17E-04
asce_int,NCT01719003,black,other,2.25E-04
asce_int,NCT01719003,nativ,other,2.21E-04
asce_int,NCT01719003,(Intercept),male:asian,2.51E-04
asce_int,NCT01719003,age10,male:asian,-2.12E-06
asce_int,NCT01719003,como_ct,male:asian,1.16E-05
asce_int,NCT01719003,male,male:asian,-4.27E-04
asce_int,NCT01719003,asian,male:asian,-1.30E-03
asce_int,NCT01719003,black,male:asian,-2.44E-04
asce_int,NCT01719003,nativ,male:asian,-2.44E-04
asce_int,NCT01719003,other,male:asian,-2.38E-04
asce_int,NCT01719003,(Intercept),male:black,2.48E-04
asce_int,NCT01719003,age10,male:black,-1.33E-06
asce_int,NCT01719003,como_ct,male:black,-2.79E-06
asce_int,NCT01719003,male,male:black,-4.26E-04
asce_int,NCT01719003,asian,male:black,-2.41E-04
asce_int,NCT01719003,black,male:black,-4.83E-03
asce_int,NCT01719003,nativ,male:black,-2.41E-04
asce_int,NCT01719003,other,male:black,-2.40E-04
asce_int,NCT01719003,male:asian,male:black,4.26E-04
asce_int,NCT01719003,(Intercept),male:nativ,1.66E-04
asce_int,NCT01719003,age10,male:nativ,1.28E-05
asce_int,NCT01719003,como_ct,male:nativ,4.12E-05
asce_int,NCT01719003,male,male:nativ,-4.29E-04
asce_int,NCT01719003,asian,male:nativ,-2.43E-04
asce_int,NCT01719003,black,male:nativ,-2.47E-04
asce_int,NCT01719003,nativ,male:nativ,-1.62E-03
asce_int,NCT01719003,other,male:nativ,-2.41E-04
asce_int,NCT01719003,male:asian,male:nativ,4.28E-04
asce_int,NCT01719003,male:black,male:nativ,4.26E-04
asce_int,NCT01335464,(Intercept),age10,0.00E+00
asce_int,NCT01335464,(Intercept),male,0.00E+00
asce_int,NCT01335464,age10,male,0.00E+00
asce_int,NCT01335464,(Intercept),asian,0.00E+00
asce_int,NCT01335464,age10,asian,0.00E+00
asce_int,NCT01335464,male,asian,0.00E+00
asce_int,NCT01335464,(Intercept),male:asian,0.00E+00
asce_int,NCT01335464,age10,male:asian,0.00E+00
asce_int,NCT01335464,male,male:asian,0.00E+00
asce_int,NCT01335464,asian,male:asian,0.00E+00
asce_int,NCT01335477,(Intercept),age10,-7.45E-05
asce_int,NCT01335477,(Intercept),male,-4.13E-05
asce_int,NCT01335477,age10,male,-7.95E-07
asce_int,NCT01335477,(Intercept),asian,-5.61E-05
asce_int,NCT01335477,age10,asian,1.42E-06
asce_int,NCT01335477,male,asian,4.65E-05
asce_int,NCT01335477,(Intercept),black,-4.78E-05
asce_int,NCT01335477,age10,black,7.17E-06
asce_int,NCT01335477,male,black,-1.48E-05
asce_int,NCT01335477,asian,black,9.12E-07
asce_int,NCT01335477,(Intercept),male:asian,4.43E-05
asce_int,NCT01335477,age10,male:asian,3.54E-07
asce_int,NCT01335477,male,male:asian,-6.10E-05
asce_int,NCT01335477,asian,male:asian,-1.29E-04
asce_int,NCT01335477,black,male:asian,1.45E-05
asce_int,NCT02177344,(Intercept),age10,-1.42E-03
asce_int,NCT02177344,(Intercept),como_ct,-7.12E-05
asce_int,NCT02177344,age10,como_ct,-2.79E-05
asce_int,NCT02177344,(Intercept),male,-3.90E-04
asce_int,NCT02177344,age10,male,-4.43E-05
asce_int,NCT02177344,como_ct,male,8.33E-05
asce_int,NCT02177344,(Intercept),black,4.67E-04
asce_int,NCT02177344,age10,black,-1.90E-04
asce_int,NCT02177344,como_ct,black,1.31E-04
asce_int,NCT02177344,male,black,6.26E-04
asce_int,NCT02177344,(Intercept),other,-1.53E-03
asce_int,NCT02177344,age10,other,2.08E-04
asce_int,NCT02177344,como_ct,other,-1.93E-04
asce_int,NCT02177344,male,other,3.93E-04
asce_int,NCT02177344,black,other,2.24E-04
asce_int,NCT02177344,(Intercept),male:black,-5.11E-04
asce_int,NCT02177344,age10,male:black,1.89E-04
asce_int,NCT02177344,como_ct,male:black,-1.01E-04
asce_int,NCT02177344,male,male:black,-1.00E-03
asce_int,NCT02177344,black,male:black,-1.00E-01
asce_int,NCT02177344,other,male:black,-2.62E-04
asce_int,NCT02177344,(Intercept),male:other,1.65E-03
asce_int,NCT02177344,age10,male:other,-2.10E-04
asce_int,NCT02177344,como_ct,male:other,1.31E-04
asce_int,NCT02177344,male,male:other,-8.22E-04
asce_int,NCT02177344,black,male:other,-2.70E-04
asce_int,NCT02177344,other,male:other,-1.99E-01
asce_int,NCT02177344,male:black,male:other,6.90E-04
asce_int,NCT00856284,(Intercept),age10,-1.72E-04
asce_int,NCT00856284,(Intercept),como_ct,-4.88E-06
asce_int,NCT00856284,age10,como_ct,-3.03E-06
asce_int,NCT00856284,(Intercept),male,-6.74E-05
asce_int,NCT00856284,age10,male,1.09E-07
asce_int,NCT00856284,como_ct,male,1.72E-06
asce_int,NCT00968708,(Intercept),age10,-1.10E-04
asce_int,NCT00968708,(Intercept),como_ct,-1.00E-05
asce_int,NCT00968708,age10,como_ct,-3.60E-07
asce_int,NCT00968708,(Intercept),male,-8.59E-05
asce_int,NCT00968708,age10,male,5.72E-06
asce_int,NCT00968708,como_ct,male,-8.84E-07
asce_int,NCT00670501,(Intercept),age10,-1.17E-03
asce_int,NCT00670501,(Intercept),como_ct,-3.32E-05
asce_int,NCT00670501,age10,como_ct,-1.52E-05
asce_int,NCT00670501,(Intercept),other,-6.66E-05
asce_int,NCT00670501,age10,other,5.05E-06
asce_int,NCT00670501,como_ct,other,-2.78E-05
asce_int,NCT00051558,(Intercept),age10,-3.95E-04
asce_int,NCT00051558,(Intercept),como_ct,-5.71E-05
asce_int,NCT00051558,age10,como_ct,-3.07E-06
asce_int,NCT00051558,(Intercept),male,-1.11E-04
asce_int,NCT00051558,age10,male,-1.98E-05
asce_int,NCT00051558,como_ct,male,-5.57E-07
asce_int,NCT00051558,(Intercept),asian,4.57E-04
asce_int,NCT00051558,age10,asian,-8.97E-05
asce_int,NCT00051558,como_ct,asian,-9.79E-05
asce_int,NCT00051558,male,asian,2.55E-04
asce_int,NCT00051558,(Intercept),black,-5.50E-04
asce_int,NCT00051558,age10,black,5.46E-05
asce_int,NCT00051558,como_ct,black,4.74E-06
asce_int,NCT00051558,male,black,2.11E-04
asce_int,NCT00051558,asian,black,1.39E-04
asce_int,NCT00051558,(Intercept),other,-3.51E-04
asce_int,NCT00051558,age10,other,1.89E-05
asce_int,NCT00051558,como_ct,other,9.09E-06
asce_int,NCT00051558,male,other,2.21E-04
asce_int,NCT00051558,asian,other,1.79E-04
asce_int,NCT00051558,black,other,2.43E-04
asce_int,NCT00051558,(Intercept),male:asian,-8.32E-04
asce_int,NCT00051558,age10,male:asian,1.46E-04
asce_int,NCT00051558,como_ct,male:asian,1.27E-04
asce_int,NCT00051558,male,male:asian,-1.03E-03
asce_int,NCT00051558,asian,male:asian,-4.57E-02
asce_int,NCT00051558,black,male:asian,-8.95E-05
asce_int,NCT00051558,other,male:asian,-1.56E-04
asce_int,NCT00051558,(Intercept),male:black,-1.72E-04
asce_int,NCT00051558,age10,male:black,7.45E-05
asce_int,NCT00051558,como_ct,male:black,-1.90E-05
asce_int,NCT00051558,male,male:black,-1.00E-03
asce_int,NCT00051558,asian,male:black,-2.87E-04
asce_int,NCT00051558,black,male:black,-2.67E-03
asce_int,NCT00051558,other,male:black,-2.10E-04
asce_int,NCT00051558,male:asian,male:black,1.09E-03
asce_int,NCT00051558,(Intercept),male:other,-1.25E-04
asce_int,NCT00051558,age10,male:other,6.97E-05
asce_int,NCT00051558,como_ct,male:other,-3.08E-05
asce_int,NCT00051558,male,male:other,-1.00E-03
asce_int,NCT00051558,asian,male:other,-2.53E-04
asce_int,NCT00051558,black,male:other,-1.76E-04
asce_int,NCT00051558,other,male:other,-9.10E-04
asce_int,NCT00051558,male:asian,male:other,1.04E-03
asce_int,NCT00051558,male:black,male:other,1.07E-03
asce_int,NCT00670319,(Intercept),age10,-1.95E-04
asce_int,NCT00670319,(Intercept),asian,-4.35E-07
asce_int,NCT00670319,age10,asian,-2.31E-06
asce_int,NCT00670319,(Intercept),black,2.62E-05
asce_int,NCT00670319,age10,black,-6.31E-06
asce_int,NCT00670319,asian,black,1.63E-05
asce_int,NCT00670319,(Intercept),other,-4.13E-05
asce_int,NCT00670319,age10,other,3.82E-06
asce_int,NCT00670319,asian,other,1.55E-05
asce_int,NCT00670319,black,other,1.50E-05
asce_int,NCT00125918,(Intercept),age10,-8.15E-05
asce_int,NCT00125918,(Intercept),como_ct,-1.04E-05
asce_int,NCT00125918,age10,como_ct,-1.27E-05
asce_int,NCT00125918,(Intercept),male,-1.40E-04
asce_int,NCT00125918,age10,male,-8.91E-06
asce_int,NCT00125918,como_ct,male,2.00E-05
asce_int,NCT00125918,(Intercept),asian,-2.89E-04
asce_int,NCT00125918,age10,asian,2.59E-05
asce_int,NCT00125918,como_ct,asian,9.38E-06
asce_int,NCT00125918,male,asian,1.46E-04
asce_int,NCT00125918,(Intercept),black,-2.34E-04
asce_int,NCT00125918,age10,black,3.02E-05
asce_int,NCT00125918,como_ct,black,-2.91E-05
asce_int,NCT00125918,male,black,1.26E-04
asce_int,NCT00125918,asian,black,1.70E-04
asce_int,NCT00125918,(Intercept),nativ,-2.46E-04
asce_int,NCT00125918,age10,nativ,2.58E-05
asce_int,NCT00125918,como_ct,nativ,-1.21E-05
asce_int,NCT00125918,male,nativ,1.35E-04
asce_int,NCT00125918,asian,nativ,1.77E-04
asce_int,NCT00125918,black,nativ,1.79E-04
asce_int,NCT00125918,(Intercept),other,-2.26E-04
asce_int,NCT00125918,age10,other,3.02E-05
asce_int,NCT00125918,como_ct,other,-3.29E-05
asce_int,NCT00125918,male,other,1.24E-04
asce_int,NCT00125918,asian,other,1.67E-04
asce_int,NCT00125918,black,other,1.92E-04
asce_int,NCT00125918,nativ,other,1.78E-04
asce_int,NCT00125918,(Intercept),male:asian,2.44E-04
asce_int,NCT00125918,age10,male:asian,-2.62E-05
asce_int,NCT00125918,como_ct,male:asian,1.41E-05
asce_int,NCT00125918,male,male:asian,-6.22E-04
asce_int,NCT00125918,asian,male:asian,-1.62E-03
asce_int,NCT00125918,black,male:asian,-1.80E-04
asce_int,NCT00125918,nativ,male:asian,-1.75E-04
asce_int,NCT00125918,other,male:asian,-1.80E-04
asce_int,NCT00125918,(Intercept),male:black,2.09E-04
asce_int,NCT00125918,age10,male:black,1.26E-05
asce_int,NCT00125918,como_ct,male:black,-6.38E-05
asce_int,NCT00125918,male,male:black,-6.66E-04
asce_int,NCT00125918,asian,male:black,-1.77E-04
asce_int,NCT00125918,black,male:black,-1.30E-03
asce_int,NCT00125918,nativ,male:black,-1.35E-04
asce_int,NCT00125918,other,male:black,-9.70E-05
asce_int,NCT00125918,male:asian,male:black,6.19E-04
asce_int,NCT00861757,(Intercept),age10,-4.15E-04
asce_int,NCT00861757,(Intercept),como_ct,3.40E-05
asce_int,NCT00861757,age10,como_ct,-1.12E-05
asce_int,NCT00384930,(Intercept),age10,-5.20E-05
asce_int,NCT00384930,(Intercept),como_ct,-4.52E-07
asce_int,NCT00384930,age10,como_ct,-8.27E-07
asce_int,NCT00384930,(Intercept),asian,9.54E-06
asce_int,NCT00384930,age10,asian,-2.16E-06
asce_int,NCT00384930,como_ct,asian,-1.24E-06
asce_int,NCT00384930,(Intercept),black,-1.56E-05
asce_int,NCT00384930,age10,black,1.28E-06
asce_int,NCT00384930,como_ct,black,9.83E-07
asce_int,NCT00384930,asian,black,5.24E-06
asce_int,NCT00384930,(Intercept),other,-4.05E-05
asce_int,NCT00384930,age10,other,5.26E-06
asce_int,NCT00384930,como_ct,other,9.10E-07
asce_int,NCT00384930,asian,other,4.09E-06
asce_int,NCT00384930,black,other,7.27E-06
asce_int,NCT00827242,(Intercept),age10,-1.05E-03
asce_int,NCT00827242,(Intercept),como_ct,-2.04E-04
asce_int,NCT00827242,age10,como_ct,1.26E-05
asce_int,NCT00827242,(Intercept),asian,-1.50E-03
asce_int,NCT00827242,age10,asian,2.11E-04
asce_int,NCT00827242,como_ct,asian,-4.72E-05
asce_int,NCT00827242,(Intercept),black,-4.70E-04
asce_int,NCT00827242,age10,black,6.02E-05
asce_int,NCT00827242,como_ct,black,-1.98E-04
asce_int,NCT00827242,asian,black,2.58E-04
asce_int,NCT00827242,(Intercept),nativ,8.78E-05
asce_int,NCT00827242,age10,nativ,-3.98E-05
asce_int,NCT00827242,como_ct,nativ,7.71E-05
asce_int,NCT00827242,asian,nativ,7.92E-05
asce_int,NCT00827242,black,nativ,8.61E-05
asce_int,NCT00827242,(Intercept),other,-8.10E-04
asce_int,NCT00827242,age10,other,9.61E-05
asce_int,NCT00827242,como_ct,other,1.29E-04
asce_int,NCT00827242,asian,other,2.49E-04
asce_int,NCT00827242,black,other,1.14E-04
asce_int,NCT00827242,nativ,other,1.48E-04
asce_int,NCT00855582,(Intercept),age10,-1.85E-03
asce_int,NCT00855582,(Intercept),como_ct,5.49E-05
asce_int,NCT00855582,age10,como_ct,-3.59E-05
asce_int,NCT00855582,(Intercept),asian,-1.11E-04
asce_int,NCT00855582,age10,asian,-1.75E-05
asce_int,NCT00855582,como_ct,asian,6.02E-06
asce_int,NCT00855582,(Intercept),black,-7.91E-04
asce_int,NCT00855582,age10,black,1.01E-04
asce_int,NCT00855582,como_ct,black,-5.29E-05
asce_int,NCT00855582,asian,black,2.07E-04
asce_int,NCT00855582,(Intercept),nativ,-6.18E-04
asce_int,NCT00855582,age10,nativ,3.64E-05
asce_int,NCT00855582,como_ct,nativ,1.61E-04
asce_int,NCT00855582,asian,nativ,2.17E-04
asce_int,NCT00855582,black,nativ,1.82E-04
asce_int,NCT00855582,(Intercept),other,-6.91E-04
asce_int,NCT00855582,age10,other,1.02E-04
asce_int,NCT00855582,como_ct,other,-1.51E-04
asce_int,NCT00855582,asian,other,2.05E-04
asce_int,NCT00855582,black,other,2.86E-04
asce_int,NCT00855582,nativ,other,7.59E-05
asce_int,NCT00848081,(Intercept),age10,-1.77E-03
asce_int,NCT00848081,(Intercept),como_ct,-1.03E-04
asce_int,NCT00848081,age10,como_ct,-2.83E-05
asce_int,NCT00848081,(Intercept),asian,-1.31E-03
asce_int,NCT00848081,age10,asian,1.62E-04
asce_int,NCT00848081,como_ct,asian,-1.02E-05
asce_int,NCT00848081,(Intercept),black,-9.33E-04
asce_int,NCT00848081,age10,black,1.05E-04
asce_int,NCT00848081,como_ct,black,-8.88E-06
asce_int,NCT00848081,asian,black,3.08E-04
asce_int,NCT00848081,(Intercept),nativ,-1.28E-03
asce_int,NCT00848081,age10,nativ,1.42E-04
asce_int,NCT00848081,como_ct,nativ,3.19E-05
asce_int,NCT00848081,asian,nativ,3.32E-04
asce_int,NCT00848081,black,nativ,3.01E-04
asce_int,NCT00848081,(Intercept),other,-3.94E-04
asce_int,NCT00848081,age10,other,5.70E-06
asce_int,NCT00848081,como_ct,other,4.60E-05
asce_int,NCT00848081,asian,other,2.51E-04
asce_int,NCT00848081,black,other,2.48E-04
asce_int,NCT00848081,nativ,other,2.66E-04
asce_int,NCT00970632,(Intercept),age10,-1.17E-03
asce_int,NCT00970632,(Intercept),como_ct,5.24E-07
asce_int,NCT00970632,age10,como_ct,-1.96E-05
asce_int,NCT00970632,(Intercept),black,-3.22E-04
asce_int,NCT00970632,age10,black,3.83E-06
asce_int,NCT00970632,como_ct,black,1.23E-04
asce_int,NCT00970632,(Intercept),nativ,-5.40E-04
asce_int,NCT00970632,age10,nativ,4.98E-05
asce_int,NCT00970632,como_ct,nativ,5.65E-05
asce_int,NCT00970632,black,nativ,2.26E-04
asce_int,NCT00734474,(Intercept),age10,-1.77E-04
asce_int,NCT00734474,(Intercept),como_ct,-2.04E-05
asce_int,NCT00734474,age10,como_ct,-3.56E-06
asce_int,NCT00734474,(Intercept),male,-1.30E-04
asce_int,NCT00734474,age10,male,-5.73E-07
asce_int,NCT00734474,como_ct,male,5.03E-06
asce_int,NCT00734474,(Intercept),asian,-2.08E-04
asce_int,NCT00734474,age10,asian,1.01E-05
asce_int,NCT00734474,como_ct,asian,1.50E-05
asce_int,NCT00734474,male,asian,1.27E-04
asce_int,NCT00734474,(Intercept),black,-1.95E-04
asce_int,NCT00734474,age10,black,1.31E-05
asce_int,NCT00734474,como_ct,black,-1.34E-06
asce_int,NCT00734474,male,black,1.24E-04
asce_int,NCT00734474,asian,black,1.28E-04
asce_int,NCT00734474,(Intercept),nativ,1.26E-04
asce_int,NCT00734474,age10,nativ,-1.27E-05
asce_int,NCT00734474,como_ct,nativ,-3.02E-05
asce_int,NCT00734474,male,nativ,-1.15E-04
asce_int,NCT00734474,asian,nativ,-2.69E-05
asce_int,NCT00734474,black,nativ,-5.19E-06
